"","X","eval_disp_est","eval_disp_lower","eval_disp_upper","eval_shape_est","eval_shape_lower","eval_shape_upper","rp_value","attr_PR.pi_est","attr_PR.pi_lower","attr_PR.pi_upper","attr_dI.abs.pi_est","attr_dI.abs.pi_lower","attr_dI.abs.pi_upper","attr_dI.rel.pi_est","attr_dI.rel.pi_lower","attr_dI.rel.pi_upper","attr_PR.naoneutral_est","attr_PR.naoneutral_lower","attr_PR.naoneutral_upper","attr_dI.abs.naoneutral_est","attr_dI.abs.naoneutral_lower","attr_dI.abs.naoneutral_upper","attr_dI.rel.naoneutral_est","attr_dI.rel.naoneutral_lower","attr_dI.rel.naoneutral_upper","attr_PR.pineutral_est","attr_PR.pineutral_lower","attr_PR.pineutral_upper","attr_dI.abs.pineutral_est","attr_dI.abs.pineutral_lower","attr_dI.abs.pineutral_upper","attr_dI.rel.pineutral_est","attr_dI.rel.pineutral_lower","attr_dI.rel.pineutral_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_dI.abs_est","proj_dI.abs_lower","proj_dI.abs_upper","proj_dI.rel_est","proj_dI.rel_lower","proj_dI.rel_upper","aic_eval","aic_attr","aic_proj","attr_nobs","attr_nsamp","attr_nfailed","proj_nobs","proj_nsamp","proj_nfailed"
"CNRM-CM5_r1i1p1_RCA4",x ~ gmst + nao (rp10),0.21612359180471,0.14775083861322,0.259624418960823,-0.261654741327128,-0.672705985321017,0.100235299384059,36.3410370087994,138.196712365376,1.03301445681753,Inf,7.07930584745301,0.105764113431172,12.5465785223761,24.1930520392605,0.323215466863173,45.3305835598836,0.884390438966488,0.380671033427631,1.67639906069528,-0.419246610962425,-2.61003291587175,1.93831321000092,-1.14048796603148,-7.11477440910733,5.54644089392731,79.6201570045742,0.902186533866924,Inf,6.74172930506327,-0.333025727884502,12.9283385706713,22.7766452261055,-1.01260251877754,47.0795731841002,1.58752984212545,0.788173797351579,3.15146248771967,2.79266148731673,-1.32049774509546,6.98856510706234,6.76727172319211,-3.58185902193353,15.302622699236,307.224194006713,357.566927159445,681.731593895425,57,1000,0,101,1000,0
"CNRM-CM5_r1i1p1_RegCM4-6",x ~ gmst + nao (rp10),0.213484179223463,0.128290212010594,0.248305648573897,-0.00611776756116455,-0.387158756143398,0.603301889559511,28.7528983315111,2.45128323119512,0.499264798003253,Inf,3.14663659156373,-3.60897110516761,8.96104016082811,12.2885434177016,-12.1528262075613,37.6106032344746,1.49039918827299,1.02967092219174,2.92909480079576,1.50955919977412,0.106875205783419,3.65314655698644,5.5410212106326,0.384948996004646,13.4263846870963,3.91222367891115,0.680027240828033,Inf,4.49099386420082,-2.22097613453374,10.2458622228369,18.5104754255868,-7.83955909406789,47.7787564209038,1.65546179529558,1.04750080091894,2.67454125179602,2.31248672704806,0.18738124957788,4.5517150437198,7.5125083628856,0.662670265284976,13.9283499076009,289.632862401058,333.018396006781,589.92524092688,57,1000,0,101,1000,0
"CNRM-CM5_r1i1p1_REMO2015",x ~ gmst + nao (rp10),0.257199718357842,0.186718124031819,0.305366021171445,-0.132862603822549,-0.400384491789221,0.126618484098451,42.3876064084313,1.94879275307576,0.343048467894256,477.121710754913,3.24920393026215,-6.98828882823075,13.9192168817034,8.3018307455817,-16.3028698356436,39.7041747676525,1.7209058675608,1.14930198080238,3.14835302788945,2.7066075582435,0.732726853278431,4.97417523218218,6.82091589594826,1.92109466119557,12.3329815849634,3.75595609890165,0.474264698597747,154482.395168029,5.74833763798475,-4.40691208667541,16.8343383016248,15.6890075345101,-10.8626851301086,50.9789770620998,1.60315385715642,1.00627729659559,2.57639318066123,3.26831155287749,0.0375702329684238,6.75966184801319,7.09336937470403,0.0937264861741468,13.602000945083,337.676565544486,524.384755319673,830.681893633869,77,1000,0,121,1000,0
"CNRM-CM5_r1i1p1_WRF381P",x ~ gmst + nao (rp10),0.198131467814016,0.13806669121962,0.230549353599525,0.0291068622035539,-0.16035843592493,0.329014790461392,24.9883265501475,0.66131485803222,0.187201972623802,Inf,-1.44522071099537,-8.03241475623436,6.51919947542421,-5.46737332192958,-27.5899588270326,29.1702684346034,1.26581399456269,0.804902099567614,1.98338284120798,0.702744971546508,-0.61253499273403,1.81169442450296,2.89367157740099,-2.43890559506817,8.18674746507142,0.80915946028172,0.221719889781463,Inf,-0.701831897797895,-6.53872828947752,7.21237029188308,-2.73190957237566,-23.2859170219605,32.6479019788846,1.38982072429537,0.790469911380257,2.2253468717429,1.27955432644005,-0.940227117763828,3.32620697310507,4.48778240348063,-3.48015218301809,10.8423656342842,278.050537943748,453.260382359298,718.557224146215,76,1000,0,120,1000,0
"EC-EARTH_r12i1p1_CCLM4-8-17",x ~ gmst + nao (rp10),0.257205685134512,0.18945688825991,0.298551038045249,-0.135185176455138,-0.436445919379501,0.0787793326992928,29.8287817550528,1.21478831801647,0.402665657253553,7.73312269875242,0.991512976075526,-5.13612600460984,8.27794063996782,3.43830403522248,-16.4524857604327,31.1226801756423,1.31086137197259,0.957658741952265,1.83236500361156,1.35930042852141,-0.221581751612565,2.94128533603135,4.77458796291678,-0.74287697117811,10.3459129163897,1.61133133895499,0.474619958848413,13.2047119572623,2.30563006374408,-3.88351801718837,9.8166098184332,8.37705684873349,-13.1497489794316,38.9165591986792,1.1670183440561,0.711694534488875,1.90629998031613,0.746313041690765,-1.40071646892775,3.31056680403194,2.50444997451677,-5.19408587327403,10.0383315627361,299.145288257514,490.64974610906,764.683687417534,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp10),0.285724638749991,0.216142720079768,0.337803670353412,-0.119032012043928,-0.715281759255093,0.188639369374999,29.8188287964219,0.7710418030903,0.266558050474813,4.31885589089794,-1.5729932316755,-8.10334629078484,6.758067463879,-5.01083763238586,-24.3763502401242,23.9902061578348,1.36888162079453,0.931783134934462,1.84255482239399,1.67961245109382,-0.319041777992615,3.72189080328104,5.96893826210866,-1.15833987699919,12.6495747574204,1.03506717044045,0.287980764264409,7.57585778311338,0.19522159328907,-7.14111059960302,8.90080691137629,0.659006825031165,-22.2983089284229,33.8513246960997,1.10120080821263,0.672670970030306,1.78423536876391,0.486115374022667,-1.54539713646219,3.14820596930792,1.58760881690083,-5.54478466591369,9.35763010269473,309.11494904083,507.409438759411,775.323627246954,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp10),0.274126649095663,0.208674976572396,0.319720230733608,-0.174643304574378,-0.514602588721848,0.104745514917137,41.1786907240251,1.57232338965748,0.439337461360923,10.9341019285963,3.06101635033481,-5.85857346130954,12.5241227552477,8.03043837440302,-14.4769800051532,35.7645478607833,1.31451006887069,0.841527671075379,1.88301153496912,1.91528362389631,-0.896389919201646,4.52598906345603,4.87803724982907,-2.43531429844181,11.732876403349,2.12852749714574,0.466564819142075,20.5410895207227,4.83392744161307,-4.92385295141692,14.9168190633578,13.30020339946,-12.3601557913305,44.0225225728942,1.27768089310805,0.79224516566051,1.95260599265854,1.61999520970813,-1.27452160531605,4.89106166488596,4.00959749960229,-3.50717892384454,10.9513343741047,330.037780227023,527.668348346234,813.359832611253,75,1000,0,119,1000,0
"EC-EARTH_r12i1p1_HIRHAM5",x ~ gmst + nao (rp10),0.23481871236837,0.175887259731095,0.271968319971033,-0.191709636352203,-0.623957366910377,-0.0125293818603885,36.5275892616923,1.12264510414564,0.375455299597518,10.0972371865379,0.669876547511898,-6.10607152252196,8.67651335577641,1.86815191713828,-15.8748582299228,26.9806453720959,1.28851003984623,0.964048038298996,1.97110454660883,1.43021341421017,-0.182240588360471,3.07617573981761,4.07498674665951,-0.538019925053005,8.71362314214552,1.45619334009623,0.421171075855272,25.3255599553295,2.07386139193466,-5.03233639776885,10.3139723527397,6.01926560682864,-13.862793239867,32.1504758644031,1.0954694249293,0.670991095540782,1.81866965552269,0.485440641862667,-1.83001103330327,3.0407400443991,1.33363999678889,-5.68693439909719,7.91205507314511,312.454124161582,507.500792210509,796.842857774881,76,1000,0,120,1000,0
"EC-EARTH_r12i1p1_RACMO22E",x ~ gmst + nao (rp10),0.196432957323053,0.145694965576119,0.23095954380345,-0.151513939436386,-0.42924069527714,0.062600753185851,34.4040831084014,2.20350715807815,0.640271539699023,20.2619231163471,3.81545026768108,-2.29594615668603,10.2382976301416,12.4734253000084,-6.7423755345706,35.5738712755236,1.18288284861627,0.927991995283396,1.6711423545426,0.902880139262948,-0.462841806526485,2.24504381676431,2.69506781620555,-1.25801172485067,6.76381930149609,2.68076064155142,0.714355319328378,37.02411261866,4.61820001665923,-1.62500037414508,11.3930819991676,15.5046603870529,-5.17002858432364,40.5998320883608,1.10118992837469,0.666632377116798,1.86588280113582,0.461521086903069,-1.65834127858919,3.05581480442144,1.42831382727049,-5.63125453313609,8.63420537359452,288.202866576148,493.999897500032,771.208801862413,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_RCA4",x ~ gmst + nao (rp10),0.242494716941058,0.171626580856733,0.285907678838149,-0.283209066667239,-0.743120790930717,0.183765743528897,42.473453823688,3.46862048037558,0.227357127015921,Inf,6.75224812946442,-8.68744010862043,20.09615027079,18.9026321991038,-21.323210636632,62.204145944842,1.92762635749487,1.06420565208189,3.67403889164596,3.91570630865652,0.158929013566847,7.04236051119096,10.1554332423854,0.440544950572937,16.578971022684,8.01974640991387,0.267159647971683,Inf,10.0454521874702,-6.87369866456309,24.1844518807161,30.9777096355228,-17.7897962678838,83.5517185975658,1.03202997025573,0.39457286144898,1.83727080625743,0.154190498107276,-2.91854560195574,3.66383910776966,0.415824593832342,-8.9173843947993,8.50971111329631,314.218545316155,386.881923991198,669.309003046958,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_RegCM4-6",x ~ gmst + nao (rp10),0.200995721085466,0.143546815842499,0.236415558870121,-0.14119976594351,-0.383321803474879,0.206485963059034,27.0853792733339,2.80409746637752,0.434267397107554,Inf,3.11642157566841,-3.00820390901925,12.2701998132876,13.0019069455487,-10.8089678762185,56.9572723018335,1.47944312663725,1.05761695369728,3.20214076589378,1.32686302030162,0.182614987687745,2.92027172805397,5.15116246319279,0.742589762853895,10.6811474011477,4.65716096503146,0.576419743019914,Inf,4.29061682260436,-1.65717514997533,13.8347262586507,18.8228187588199,-6.42292112490493,70.5721259023712,1.85412556061076,1.13484765252395,2.81777997939137,2.43778470155118,0.423865388308379,4.38862743583543,8.55862984223095,1.58043178707727,14.758364332415,269.14344475081,336.825790299587,584.094500530121,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_REMO2015",x ~ gmst + nao (rp10),0.188601583929745,0.139005830063196,0.221539640541972,-0.0601076368082621,-0.461696075468797,0.173508768470216,39.8529911649319,2.89243706091946,0.814991195005347,16.7623040271808,6.24094818588785,-1.15723654838327,14.417101202705,18.5675955186029,-3.16620335096006,47.6465649891762,1.48992235220333,1.11699633551315,2.34157801507533,2.59439785266284,0.76719591851754,4.87597698857546,6.96322008434099,2.03663011095417,12.8063157901714,4.61633158015083,1.17987597464057,52.5646469808577,8.4290653028077,0.803288650180608,16.160804503392,26.8237181432744,2.58430567831296,57.6544010053658,1.32797023953178,0.846393899257966,2.10307304739893,1.62383430025691,-0.826662691213583,4.45011441155414,4.30424055062709,-2.33592411589948,10.9059414206534,295.155303157376,518.357700978367,814.555607981782,79,1000,0,123,1000,0
"EC-EARTH_r12i1p1_WRF361H",x ~ gmst + nao (rp10),0.212123327308552,0.157531523662353,0.251168761234642,0.023067538115578,-0.288905877658768,0.321281664492733,36.6375940360575,3.79534364790913,0.475868593343196,Inf,5.63177990167444,-3.98088621409796,15.6341798633401,18.1636253035176,-11.8581576485328,55.7070339240454,1.1882418582925,0.740207185872183,1.86230272600285,0.887314799136099,-1.2281358934113,3.00011062293548,2.48198005183612,-3.42102727823785,7.8827036859752,4.77601809128379,0.515071921882442,Inf,6.38270032820749,-3.33778418156409,16.934257236273,21.0964229120773,-9.95951956786378,64.2387747126984,1.65693879107932,1.01131595829558,2.62016018546251,2.56662990730453,0.0439257519353239,5.5518833199394,7.01319948095142,0.127208283319469,13.9661986917685,310.458476740764,372.571044424921,641.862143588846,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_WRF381P",x ~ gmst + nao (rp10),0.25598256787029,0.1853498868649,0.315672749517541,0.0352698767177863,-0.471693356132314,0.372422896604548,23.9528969510959,0.554430071592551,0.268382543294662,1.99155863974969,-3.30486510785425,-7.55297889435266,2.71963921633581,-12.1244917345263,-26.1535678060543,11.1390874370109,1.33472003996241,0.973063780367223,1.67914067793688,1.37088094352364,-0.114911777338165,2.60102916629589,6.07067563438071,-0.476293557047175,11.3563371995733,0.71983745131702,0.324536875752569,2.73499833380618,-1.74483891786946,-6.10882533634995,3.83460920928262,-6.78985466566598,-22.1228616177063,16.2985588741534,1.00939811967182,0.666774903519875,1.42558380879152,0.0422700974685952,-1.47717045278139,1.5934845044212,0.165040065312761,-6.36516005719783,5.93184550484936,290.434334118783,463.148855318062,721.909276030718,76,1000,0,120,1000,0
"HadGEM2-ES_r1i1p1_ALADIN63",x ~ gmst + nao (rp10),0.256988085389174,0.193969972881418,0.305879283584177,-0.399967789690422,-0.843359558459102,-0.102216189134121,41.7388379705963,0.966060199626419,0.323841313367887,7.15209495716058,-0.174718036589695,-6.31238383239305,7.42851451506958,-0.416853288610826,-14.6095262722219,18.3509280393421,1.16778064765954,0.812603093989931,1.90462641579223,0.746535504510263,-0.93960062701395,3.15827135004948,1.82116021691607,-2.3581562773242,6.86988352503612,1.125611411669,0.329400732008345,14.7276004348626,0.57494245232202,-6.41783904044933,9.24167945131761,1.39671536205017,-14.8836762735921,23.3100461780018,0.497028207436197,0.216355159127686,0.847258137874764,-2.8178670623558,-4.61359937447235,-0.794313377201835,-7.53086006275245,-13.0711878004084,-1.95699804542642,331.621810308203,541.810985804056,838.141768343477,76,1000,0,120,1000,0
"HadGEM2-ES_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp10),0.327787629074153,0.241960773770014,0.379557623214604,-0.302384679380793,-0.695317090663153,0.0711863929240626,37.2969227587744,1.60536684366268,0.454791991704039,17.0199830737112,2.50654913818875,-5.00008026836358,10.1448233960679,7.20472037904648,-13.5457781613378,30.4386473395512,1.52537174716765,1.04525103232835,2.9936309839602,2.26054007307049,0.189331072081594,4.79408157028381,6.45197905659614,0.558650491578547,12.6976823193857,2.61499937495415,0.583266676383378,456.985421010469,4.61516904324316,-3.28405321396706,13.4139972236713,14.121546485585,-9.62767941649696,42.7243201803755,0.534701944045837,0.180186852254927,0.870193883113436,-2.54050735604085,-4.19213527618635,-0.715122577524823,-8.57721212770246,-15.1158172857842,-2.23854540906225,331.897128715932,526.816720693219,802.389908746152,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp10),0.342396397891224,0.259453842449166,0.396485410184677,-0.38125540602312,-0.815786471836529,-0.0215530396644024,37.3237461901933,1.06514858008795,0.308024173857522,6.71159581458895,0.364651919357669,-7.5820431370029,9.64757417920117,0.986636514102609,-19.7567060807706,26.840790666251,1.316377686468,0.886139737352294,2.06970888228444,1.50531327109202,-0.576794745810691,4.56692560822884,4.20262180227675,-1.64243098964785,12.1265069742803,1.41137478682061,0.325655519767688,13.9458125327935,1.855258323386,-6.31682054631901,11.9289183362986,5.23072291763026,-17.3801371607227,35.3916591086808,0.511811906630209,0.188234825589332,0.828284622704031,-3.13409131348207,-4.96613063483056,-1.01571556663145,-10.1441204078097,-17.6597470881905,-3.16807469535362,337.556307503876,549.628939481988,835.722905936982,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp10),0.327002916469933,0.248100113469227,0.381486276410151,-0.247894073760708,-0.714554951364591,0.0753146509312529,46.3936864863349,1.07144567907651,0.331179862608777,10.2764220914661,0.448259042397666,-7.92149740237447,12.1821390338469,0.975633631757226,-16.9211508117826,26.2882706077141,1.71181223862668,1.05454929911113,3.21954287452511,3.10791094933799,0.256616235653489,7.27325930733765,7.17998213219403,0.671189998312857,15.6722391063786,1.86238062173564,0.378000553048528,82.4173458393457,3.52614113885676,-5.76620737317441,17.5010991679226,8.22566608438708,-13.6896763747852,42.1504354530068,0.608427195134226,0.33259293121857,0.952813975308967,-2.76160729393273,-5.00532434580624,-0.310063776771328,-6.85352203311109,-13.1046149790239,-0.713015696794443,357.382044878395,557.454613915031,866.460241971774,75,1000,0,119,1000,0
"HadGEM2-ES_r1i1p1_HIRHAM5",x ~ gmst + nao (rp10),0.309474529765336,0.224558047273008,0.353871116139883,-0.263562692788607,-0.693196065307325,0.23899362579789,42.8209986417108,1.14119618446335,0.364071684946445,6.86675512954973,0.938513081241503,-7.69741792256531,10.8552682864788,2.24082469959069,-17.5062214595692,26.9605060548856,1.36139969897201,0.966542144580403,2.39592007401577,2.10521955281812,-0.212536104084023,5.01592737032066,5.17052503949857,-0.560925082513374,11.5118591785386,1.57377192447164,0.414043231793439,15.0256664145805,2.99759227881624,-6.343319031493,13.8086689177288,7.52721214127289,-15.2964462677894,36.5213375702521,0.62970207733565,0.263071531323825,0.966675331610337,-2.46746515660412,-4.74465415681022,-0.220949737329056,-6.78179575718003,-14.0782864032269,-0.594805585783751,345.478974764707,555.922577481989,853.410447313792,76,1000,0,120,1000,0
