"","X","eval_disp_est","eval_disp_lower","eval_disp_upper","eval_shape_est","eval_shape_lower","eval_shape_upper","rp_value","attr_PR.pi_est","attr_PR.pi_lower","attr_PR.pi_upper","attr_dI.abs.pi_est","attr_dI.abs.pi_lower","attr_dI.abs.pi_upper","attr_dI.rel.pi_est","attr_dI.rel.pi_lower","attr_dI.rel.pi_upper","attr_PR.naoneutral_est","attr_PR.naoneutral_lower","attr_PR.naoneutral_upper","attr_dI.abs.naoneutral_est","attr_dI.abs.naoneutral_lower","attr_dI.abs.naoneutral_upper","attr_dI.rel.naoneutral_est","attr_dI.rel.naoneutral_lower","attr_dI.rel.naoneutral_upper","attr_PR.pineutral_est","attr_PR.pineutral_lower","attr_PR.pineutral_upper","attr_dI.abs.pineutral_est","attr_dI.abs.pineutral_lower","attr_dI.abs.pineutral_upper","attr_dI.rel.pineutral_est","attr_dI.rel.pineutral_lower","attr_dI.rel.pineutral_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_dI.abs_est","proj_dI.abs_lower","proj_dI.abs_upper","proj_dI.rel_est","proj_dI.rel_lower","proj_dI.rel_upper","aic_eval","aic_attr","aic_proj","attr_nobs","attr_nsamp","attr_nfailed","proj_nobs","proj_nsamp","proj_nfailed"
"HadGEM2-ES_r1i1p1_RACMO22E",x ~ gmst + nao (rp10),0.294648453050164,0.213589111070001,0.342893725214981,-0.15189687323086,-0.703893261621772,0.394341171553773,38.7018805617055,1.10404650150932,0.380247840138415,5.42786774423137,0.640484677302176,-6.88450586084402,8.42381204627043,1.68276717766053,-17.325188057736,23.0655783678179,1.22769793050297,0.86536808628547,1.77507636947665,1.29681761665068,-0.791471968584653,3.62486703839077,3.46695745053445,-2.20886734240562,9.28691287332801,1.36329102205313,0.428345438600223,9.64872332839349,1.91584101608559,-5.72408986956087,10.8379173535014,5.20806545023601,-15.2902941601181,29.7980270910875,0.780096607533205,0.453663571788806,1.14657419778512,-1.35401888390479,-3.48818250969565,0.822932226791594,-3.83460108610641,-10.8361983764297,2.13238472300991,338.430877815843,543.545418042937,842.250891354453,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_RCA4",x ~ gmst + nao (rp10),0.319948009842016,0.245867383647946,0.37228358590053,-0.153743226112621,-0.576572235800292,0.140671083225137,40.494313643325,0.650408351936332,0.232988848743955,4.1730918294995,-3.11009797599382,-12.1088209411775,6.81243487750929,-7.13253054105172,-25.9140481187035,16.4007764027708,1.21209535339646,0.74423657388681,3.34427205825484,1.18436484311044,-1.55586299181928,4.33656353098488,3.01288828721135,-4.11757463817307,10.4573402394483,0.766680478166626,0.233601863202355,10.4706296172132,-1.83476997361514,-11.3874069862834,8.78434349161975,-4.3345374310935,-25.9150307767287,21.9780279583028,0.45928805004158,0.185592086702777,0.811110564048469,-4.00805571863978,-6.61901122122688,-1.16355404412323,-11.0312753245886,-19.7726801664068,-2.94728318893129,355.287206393931,421.081496446338,730.97470487682,57,1000,0,101,1000,0
"HadGEM2-ES_r1i1p1_RegCM4-6",x ~ gmst + nao (rp10),0.243387132071521,0.161124624682191,0.295183565544436,-0.207817405091954,-0.617794615501356,0.0477217607784295,29.3658102924462,5.37612951470059,0.572197595189547,Inf,3.67682168183105,-1.54186701828682,9.69856974057398,14.3128316087607,-6.04285687954706,40.360137107573,1.34162774434756,0.698531308391676,3.16235427392082,0.86232674541974,-0.907018245160363,2.80016233875774,3.02533809243713,-3.05560610501479,9.56037130793442,9.36004645484822,0.666128877962788,Inf,4.4311785928479,-1.09544047248451,10.9239148082925,17.771181247964,-4.17433301749557,46.3462775886603,0.828694010286102,0.478990553025742,1.34892623940199,-0.641598450036742,-2.1821665589669,1.08390756793825,-2.45677253771074,-9.24271084015635,3.97157554311756,291.938133878794,342.023629272382,611.035685658109,56,1000,0,100,1000,0
"HadGEM2-ES_r1i1p1_REMO2015",x ~ gmst + nao (rp10),0.32538667286792,0.23999591445104,0.378217339143654,-0.240857224178595,-0.703468902676831,-0.0279494023988841,41.2922756754699,1.23536159736706,0.365758981123732,7.25979344602351,1.27877660950574,-6.33785391159478,12.0056479797093,3.19586299462993,-15.87256446082,30.1790622808212,1.32509616478405,0.850192442855457,2.19906372638376,1.67371904968347,-0.792651132066708,5.28830084668309,4.22458360987866,-2.16456981098351,11.8387981888623,1.67479263057164,0.395073616005154,18.0657948542658,2.90066241104274,-5.72509162962791,15.2605103707619,7.55545850877391,-15.0104419613544,41.0081016797089,0.620602349829802,0.305656310904429,1.01307677073905,-2.51403266820211,-4.54646268086986,0.0777442034246445,-6.95149451077969,-13.8115498572084,0.195351167096792,345.718220026294,560.828935345514,866.705471394783,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_WRF361H",x ~ gmst + nao (rp10),0.317679760362707,0.238468465750543,0.378401205922866,-0.520873692489863,-0.810337653814781,-0.193051412175545,38.122701986072,1.93620863392036,0.404285749731112,Inf,2.11756020986825,-3.64129700695238,10.4747073332876,5.88127168900019,-9.8980858945046,32.336961903014,1.73748608687195,0.928657245308026,10.1436081345772,1.82222519453552,-0.223714852039203,4.56120745034091,5.01983818284275,-0.599605616011599,11.8542168967618,4.25998986291891,0.542125136011599,Inf,3.83856824600881,-2.12445063392395,12.5503360261536,11.1963401937241,-6.22666768970951,39.3526437382908,0.551104724720851,0.116702098797937,0.969257913259441,-2.22621727075113,-4.41813726251706,-0.115809417654816,-6.86814052603376,-14.9350404083577,-0.340427570414866,327.703471708292,393.581036547104,684.923265846652,57,1000,0,101,1000,0
"HadGEM2-ES_r1i1p1_WRF381P",x ~ gmst + nao (rp10),0.285392752459942,0.199552554128992,0.332117082977388,-0.0984331091799225,-0.312962742456223,0.233655372310803,36.0203189689767,1.1935668159536,0.450891734209979,5.02638251386354,0.976470933632456,-4.5056706328801,7.54404185809031,2.7864261157839,-12.8795849698916,21.9153860625455,1.36696810937678,1.00665645308357,2.13846036808479,1.67143517348612,0.0292145772491593,4.12645260641599,4.86605382415817,0.0879815553664251,10.857292700221,1.66260704109677,0.507343105069403,10.7834566006652,2.60259535165952,-3.68485831444453,10.2824688406945,7.78806893450649,-10.7773782688025,31.2606084604781,0.671571523848996,0.365199789622865,0.984865437427138,-2.10310524798678,-4.12925650650686,-0.0816919726488673,-6.75876649242549,-14.578624093067,-0.240209763331398,328.738452532646,525.683104710019,816.067413263757,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_HIRHAM5",x ~ gmst + nao (rp10),0.240773506033817,0.171627696539433,0.281836725239164,0.0698862194214321,-0.44644615284576,0.470986507636047,36.2858785053541,1.02462585793618,0.330400243247976,13.3284473871391,0.140160346939091,-7.90275743190605,7.29310092987128,0.387764731426315,-20.9432600276007,21.4401605831401,1.61706355184819,1.1914214214917,4.88787708135354,2.53661919349008,0.982815274259677,3.93762461424369,7.51607367157352,3.27071334190422,11.7005554698013,1.66161726115158,0.442595452935878,1110.59315292617,2.6669814194836,-5.5742058084912,9.77744786994319,7.93298308588622,-15.6360307924327,30.849507431117,0.626343266286228,0.372577523172681,1.08058526027655,-2.55808541172348,-5.90576165121622,0.363924292428184,-7.61172082508167,-19.7097965951094,1.01067130713929,323.524191827704,505.850746569077,817.372044841251,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_RACMO22E",x ~ gmst + nao (rp10),0.254054199450111,0.174768028009241,0.292054897932993,0.0852797145091245,-0.371073153375355,0.47936085150457,34.2707571913102,1.09369959312722,0.374714151889643,3.92099387488256,0.547811402916444,-6.79102200996469,7.3362545668355,1.62444706448207,-19.6286316022193,22.6668311667005,1.70020801381697,1.26356667403287,2.7058552941668,2.9938302528835,1.48558481800165,4.26125165347928,9.57200897254802,4.97740028753433,13.5580281309999,1.87761060685364,0.567008419124186,10.9494720492308,3.49378586020807,-3.96727083661309,10.0838164192243,11.3519482557966,-11.9639248434335,34.11589021213,0.655729409236638,0.448286198743705,0.902407319425801,-2.35501341151418,-4.25591543267239,-0.588969417399746,-7.78480249834889,-15.0014664637838,-1.80551752208187,318.734337154449,499.614299170719,776.300782511975,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_RCA4",x ~ gmst + nao (rp10),0.304428873330045,0.176136771641296,0.356554835135665,0.212948757562039,-0.198455809852689,1.11788546403271,41.4113733484939,1.0677688578676,0.419554208604777,8.78836548652206,0.694618586555414,-14.8548200436208,13.7656157402852,1.70597728285736,-28.6834955225434,38.9352997480472,1.62176013648473,1.23038784318013,2.53157765482995,4.7598274247554,2.29116038138137,6.91723534461423,12.9867030292781,6.09310120046667,18.7109636904239,1.737137518428,0.613757752621278,24.4394377343537,5.37460648099125,-8.57130706332998,16.9785802396151,14.9142305156071,-19.0720913189196,53.292887956117,0.741207468545121,0.51152558229964,1.08158220150539,-2.57713039256549,-5.6286015477847,0.574291976557706,-6.85730260516286,-15.7664676047322,1.48807814469895,348.314685291863,404.893627655835,707.03113345893,57,1000,0,101,1000,0
"IPSL-CM5A-MR_r1i1p1_REMO2015",x ~ gmst + nao (rp10),0.242919825184898,0.162244792113254,0.282649299750602,0.196372819792866,-0.30997717134492,0.760009593726039,38.4145779563886,1.4163843471916,0.536821591948275,8.44827037198717,2.28781944455643,-4.21350313018049,9.80108059228792,6.33275593714593,-11.2600360178973,28.2040128333223,1.80772661409853,1.29801705765074,3.42782466070801,3.7292344292735,2.14508600884484,5.17270015197971,10.7516145150997,6.28791014984956,15.3142043614482,2.66355497389958,0.933172175891784,48.0239260303007,5.79495550663486,-0.558971535206283,13.2248287868625,17.7652439587896,-1.69321164926273,41.8393692633072,0.71961236845161,0.499975319889438,1.08585062978828,-2.05666580683869,-4.18904278617148,0.456112045047223,-5.98849027411948,-13.3135534772704,1.29066494386409,327.19932412006,516.766353289955,810.685893647659,77,1000,0,121,1000,0
"IPSL-CM5A-MR_r1i1p1_WRF381P",x ~ gmst + nao (rp10),0.261665413913,0.128932013594382,0.311768357755692,0.0605157533913319,-0.286474503857297,1.01207215295795,39.488400489197,2.90894656055819,0.975940144234525,98.4667118441787,6.0970273559365,-0.149512521154592,14.3070712228655,18.2592891032186,-0.456273236350556,45.2711497697909,1.54267110477732,1.16428083833061,2.2246337268004,2.7598995413093,0.865467779509375,5.08397483241736,7.514326667525,2.39505701756659,13.5042640684971,4.95864074193037,1.32191849785017,542.134010045458,8.43079712762895,1.50789076960446,16.8531090081714,27.1456784011273,4.70910999543927,57.8930891446522,0.753397280636765,0.476346537213016,1.06399598407076,-1.52532605954036,-3.29035893817377,0.3785608630883,-4.78838074557497,-11.2527189579539,1.09671258259773,328.871738890145,509.157528849227,784.321978517093,76,1000,0,120,1000,0
"MIROC5_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp10),0.190260314496327,0.131429777030802,0.221523416700097,-0.0902546122743418,-0.317292474597216,0.227221914483791,31.771963341421,5.42202533533722,0.727002397420412,Inf,4.12624660153162,-1.05022328640925,9.43900364762189,14.9254462828882,-3.54980983391464,36.5723946692203,1.85948893376726,1.30134768660467,5.70410439753174,1.81141603343536,0.826060802717188,2.87520984101284,6.04600448321098,2.75820743142012,9.57025636390012,14.779479448297,1.24940473243598,Inf,5.70241279624587,0.57429166471771,10.959920437619,21.8738439175019,2.09006074158493,45.0074995374666,0.676492733951708,0.36517341684554,1.23800862842344,-1.36956252395366,-3.32368481437652,0.710845593364707,-4.92469254289364,-13.1935952172637,2.4049360951988,283.699582252322,448.335672404133,725.576283560915,77,1000,0,121,1000,0
"MIROC5_r1i1p1_REMO2015",x ~ gmst + nao (rp10),0.167129171731339,0.10365427510809,0.199976983971512,0.165555575057186,-0.304086149701776,0.99672540149317,38.1167645188587,1.79536689099742,0.511091361697705,83.6807830232707,2.89260113429551,-3.74506589634492,10.2894087324266,8.21197966496822,-10.2135279933088,30.5502209367019,1.70477710136698,1.21623744032741,3.1118765591513,2.65635340694524,0.990757176574493,4.55739531813215,7.49103951040433,2.96547066983962,12.7732942742837,3.2231514108353,0.707654814084004,117840.445603253,5.34736946509353,-1.7426966854735,12.5569552952799,16.3181818166616,-4.81786919387986,41.2168902473507,0.76725753343521,0.497757252234002,1.20191119105534,-1.28636412666496,-3.21329162755306,0.897683344490135,-3.72601477073604,-9.75053854351572,2.44981262189936,303.155343552887,496.4459977655,774.353242746523,79,1000,0,123,1000,0
"MIROC5_r1i1p1_WRF361H",x ~ gmst + nao (rp10),0.216289701771694,0.137153054738228,0.264881258651335,-0.0437728822446789,-0.333690411896486,0.377963478723037,39.8104941229093,2.46577875843377,0.429370814608794,1009.19284356655,4.17217009915014,-4.7364321535159,13.5309341853276,11.7069761652334,-11.8888024229105,41.673048379244,2.59332786721566,1.59356716413831,9.90487302983357,4.37168750197569,2.13799431905713,7.69677750161457,12.3358767374332,6.30530911284697,20.5710338085598,7.75470898275461,0.769902406245817,Inf,8.08570142194705,-1.21244882935362,18.630937067592,25.4870110520905,-3.21024840904329,65.7351699311314,1.31465766237563,0.778329613491888,2.00106296255712,1.32369251804561,-1.10929647712848,3.66769535523655,3.46469037967951,-3.15158285624311,8.97468611568795,313.557204555129,366.699940029065,637.849356708541,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_ALADIN63",x ~ gmst + nao (rp10),0.175546335331278,0.127391121980812,0.227329139041689,-0.0670398559826571,-0.602244469138443,0.30709741116322,44.732565819968,1.29544006802633,0.437510272921355,Inf,1.30739449963521,-4.25115619709105,6.43032838881059,3.01068357333815,-9.66086769856348,15.7599889833174,1.46781596175749,0.754808594093603,2.37731604002209,1.89871802546416,-0.747239917614167,3.95083794912432,4.43275148796647,-1.68847530236132,9.19772991947439,1.94595514356394,0.499402136575683,297.429786801867,3.15061887170957,-3.17268113496181,8.31557291440849,7.57689118219974,-7.37501117514336,21.0508192728067,0.768212622126656,0.416264743235767,1.34409914503369,-1.17938025060468,-3.16017334162153,1.15885274228055,-2.78766666349273,-8.00989478190816,2.59664357317342,319.273927527994,503.444337541325,801.231446705472,76,1000,0,120,1000,0
"MPI-ESM-LR_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp10),0.228950925340643,0.167985522531605,0.278269521363444,-0.469542685288708,-0.7891841530925,-0.181011591248502,37.9925090422998,1.11103484167746,0.351282012188005,11.9189915466603,0.320193937137233,-3.91830177192264,4.48360880486822,0.849944942973133,-10.163102588269,12.3695947332966,1.16258950412684,0.715226208483425,2.26481270966015,0.452524821635777,-0.817573786303947,2.20267274994019,1.20544755420191,-2.21153976283714,5.97078284839352,1.30185234248331,0.34942439163457,60.2400563558748,0.768904962107705,-3.78710230932162,5.55017924138138,2.06563813770216,-9.81212781201905,15.6597266192963,0.872668142094391,0.42256861771862,1.55330054865074,-0.462609989892378,-2.42803400609081,1.58712551840595,-1.22507556856283,-6.97978247067168,3.88758642695695,314.690477927311,502.388478667845,801.40648788729,77,1000,0,121,1000,0
"MPI-ESM-LR_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp10),0.217500855959501,0.156142796976416,0.267077242979375,-0.406877241634999,-0.767662205520452,-0.103447422954555,39.634717067256,1.59781874280457,0.399454847934128,32.3002897725498,1.55658188195198,-3.7065316373188,6.21693256827919,4.08786269174425,-9.43495500337563,17.0224859243492,1.44891248456931,0.952651604469974,3.09376941524786,1.25885899487007,-0.138532075605799,3.47778989916733,3.28034096982423,-0.426568611203688,9.23746366395651,2.49581304135515,0.499175900467484,297.133856473061,2.76600146490392,-2.49163545196802,8.0306487184009,7.50229949623592,-6.66534906129039,22.8213879448448,1.08300551396599,0.530031645132143,1.96513689210066,0.331425747218475,-2.18356782004339,2.90355850996913,0.825742214865367,-6.01203949494517,6.69143194552876,312.43411813186,507.141921960834,817.248856602431,78,1000,0,122,1000,0
"MPI-ESM-LR_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp10),0.202118462623231,0.131784824720432,0.253073061695176,-0.366197820591355,-0.742503734281279,-0.0925328970539575,48.5837509295516,1.08959081968863,0.401524508597439,6.46311699158555,0.544211635754884,-6.2711552917,8.13911947889731,1.13284107998337,-12.3348916657481,18.3582535291485,1.34776070552792,0.917442494326063,2.23756814028873,1.82024660322118,-0.30659586327982,3.95727735426143,3.8924512382967,-0.638864640827635,8.89608233295614,1.47793674523709,0.471035797684389,12.8155348689193,2.34406871856105,-4.42758809246017,9.93728413193053,5.06938760492584,-9.13271937543693,23.1319309179522,0.81336626984562,0.48586611493696,1.74609501172732,-1.25016732426363,-3.91445675970055,2.1337546439967,-2.64238928712132,-8.72364218927546,4.56821142011966,323.292827853588,525.046495653778,842.933444421036,75,1000,0,119,1000,0
"MPI-ESM-LR_r1i1p1_HIRHAM5",x ~ gmst + nao (rp10),0.19742688667196,0.142453028368817,0.239928768600352,-0.326228355423012,-0.764806343551741,-0.123842331703747,42.0291044055653,1.22727171879146,0.323851065779581,7.32126091641325,0.588313026803249,-4.30615983022739,4.40657314113334,1.4196471815081,-9.88200027230568,10.7990864286293,1.40324194720596,0.936085943910234,5.17262242985442,0.939311896749011,-0.1463815209495,3.28584362247377,2.28599815038606,-0.352417128919763,8.59090115666945,1.78741795646291,0.421748388314998,28.8832574132149,1.51447666753052,-2.76910626049773,6.10746022864377,3.73809844020545,-6.75508724549271,15.7848151354446,1.01987880277704,0.46904377191795,1.75856210100411,0.0949328084924161,-2.41723531281415,2.97106086574572,0.210987081362448,-6.08465241193331,6.00909496777235,316.024015945822,495.790833599465,816.772222830822,76,1000,0,120,1000,0
"MPI-ESM-LR_r1i1p1_RACMO22E",x ~ gmst + nao (rp10),0.204122991650887,0.14145231620338,0.246972835062785,-0.463718947150797,-0.788818750221099,-0.0367672802293923,38.6687668210621,1.30389594587606,0.380752648825163,15.1351852431309,0.7751104902636,-3.63202908064791,4.71084685691652,2.04548878444759,-9.23722225888846,12.8648058911528,1.08740334448975,0.634648343253072,2.35448483943321,0.256194510713861,-1.12374602978494,2.56627903261936,0.666954841357612,-3.03930453290588,6.85508359110121,1.43250550475363,0.366539573646036,19.4064518502725,1.02616961474388,-3.65180511826411,5.88552606327559,2.72608611228249,-9.54879756915512,16.1973165033283,0.934493413125741,0.462413133333907,1.63140212550612,-0.233623094529484,-2.23430383249256,1.71641376597412,-0.595523602276756,-5.98435248954043,4.22900466362169,306.385719560543,494.082089284941,793.00137380902,77,1000,0,121,1000,0
"MPI-ESM-LR_r1i1p1_RCA4",x ~ gmst + nao (rp10),0.1996303010877,0.147795296746487,0.237347901109532,-0.0668683392745224,-0.52170188697504,0.265787490388369,44.9356450119106,0.569232146456142,0.200797981023734,2.2089106893141,-3.71029151244613,-11.9230702079794,4.31556934460265,-7.62713553800822,-22.4297631291779,9.80078712200702,1.43804402620855,0.837057602670938,2.90757793830138,1.9984986618471,-0.669273532371473,5.34304922818528,4.65447481198094,-1.55568048456015,12.3474214491268,0.777942465515048,0.22714103080532,3.56810040527697,-1.54677880393917,-9.41612174916195,6.96110498359945,-3.32766382851951,-19.312571056649,16.2728241903965,0.568380531227888,0.283459110877144,0.940245325245708,-3.02056623828873,-5.71508847644046,-0.310076762310537,-6.85519534511506,-13.734474929022,-0.716903964053455,332.917497769977,395.598309389804,707.813680026798,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_RegCM4-6",x ~ gmst + nao (rp10),0.195272895855693,0.145095645793969,0.233868078224346,-0.296852247434524,-0.768714674316468,-0.0725238763129553,27.8923788980078,0.910092971757901,0.216643913495176,Inf,-0.220629922379118,-5.05936537666192,3.27053518030863,-0.784796546640437,-16.544450534027,12.4644235154091,0.989991025210206,0.467025989209483,2.96044656490823,-0.0230520054892978,-1.26014199622841,1.97082467891471,-0.0825780034311057,-4.66778577231753,7.48379588312536,0.901345543045104,0.19048471482437,534.44870677439,-0.24386427022797,-4.91794373892055,3.62429298082034,-0.866726480752339,-16.700644621577,14.1958962437311,1.01362536004158,0.563990397712359,1.88181212152379,0.0518885958737449,-2.01580766472757,2.36782429613426,0.165600377513547,-6.79330315054536,7.14395486495813,281.126578255396,331.015143686005,604.087443015494,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_REMO2009",x ~ gmst + nao (rp10),0.200591520151084,0.149670941474724,0.234298089660955,-0.259189665684845,-0.550834335999346,0.0536435739004882,42.5049479639503,0.858506434178164,0.30789970353521,3.74364496322722,-0.603607246974633,-5.33552456823296,3.94189715140219,-1.40020291568868,-12.0353358387153,9.60692817469995,1.35975344912648,0.879834844628646,2.70529281485189,1.08565895243264,-0.418345781266344,4.11594270248948,2.62114338112068,-1.00735360996319,10.3200239341005,1.14475751690759,0.351237672619325,7.30147965945466,0.497469007273942,-4.47945821729264,6.51707131137812,1.18423913938515,-10.243603126296,15.9909264017945,0.994660660101386,0.500669063856886,1.78535817577305,-0.0246136462715896,-2.40009479478767,2.73136441917344,-0.0552708900168738,-5.79446808328539,5.66066522116939,322.671786884556,515.428723237225,825.092364978091,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_ALADIN63",x ~ gmst + nao (rp10),0.257815925992401,0.19469396787025,0.301979566107123,-0.276295705959804,-0.658048290486881,0.026985454912997,31.423016319403,0.396089052046333,0.175451279784484,2.07259297469158,-4.94093153101094,-11.8817040078807,2.46582625271984,-13.5874453217672,-30.2122376635947,7.72971584913401,1.48970132076222,1.03768574986842,2.19486203796671,1.53931025489584,0.146911978963093,2.98662698399939,5.15100185891627,0.490468029401713,9.99034936729748,0.525349749512033,0.191090266612218,3.72573788235003,-3.15958128551983,-9.8763913087905,4.4577603997297,-9.13633302395439,-26.2789649315958,14.1722867545574,0.549853007072483,0.244419391209795,1.08809245985063,-2.45257209704417,-4.91265983261452,0.351567081703987,-7.63422157658246,-16.7713223976334,1.00495714861407,314.698696985177,501.403044496827,802.329728126093,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp10),0.297925142424023,0.21433154382917,0.336421777298893,-0.0777733390287549,-0.499565123635379,0.417008227342147,26.4144703220352,0.769523626608552,0.25792648711688,13.1388483841769,-1.19524322154301,-7.98834810293824,5.90259976850851,-4.32906781034318,-26.0896336367318,24.1257241407739,1.72096279963734,1.16126705883222,3.48297999394406,2.08245748855913,0.528116114520504,3.87728656017326,8.55850891913915,1.96153425715373,16.1662127321919,1.27235729668855,0.366839847933151,73.1909913830579,0.981444556967297,-5.27466920045865,7.94551377442565,3.8589374541322,-19.2895288442452,34.2105827483794,0.888018078785056,0.460159173783788,1.55269705048381,-0.503474909011636,-2.97836750435124,1.98277726415663,-1.85252655757818,-12.4921944151867,6.693445391405,306.374120591331,478.842960381181,767.546416022709,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp10),0.283619135341937,0.212764896644702,0.319742848029775,-0.162083802349491,-0.504250307169599,0.274289407019818,33.4685735486917,0.582038473398023,0.172492335844094,5.00807216618262,-3.14537494638419,-13.7958343071319,6.04044047499105,-8.59064666791458,-34.0799972085465,19.3410271084379,1.82569806923369,1.21091397465797,4.05601962839175,2.65998206134078,0.778289301131187,4.47401181496459,8.63389701678797,2.61516061172933,14.8509091591469,0.954873476064786,0.205522691841088,20.9929680433235,-0.235407897741808,-10.6464294930286,8.60713895620172,-0.698457237510493,-28.2403593455744,29.8659072181047,0.820697695538681,0.400434896965575,1.49058731416462,-1.06937022185254,-4.09102908356392,2.47485879759204,-3.07135894833859,-13.5843677073602,6.31715149801684,320.926494871938,507.325197427029,813.145952622544,75,1000,0,119,1000,0
"NorESM1-M_r1i1p1_HIRHAM5",x ~ gmst + nao (rp10),0.256847055217129,0.181713429860407,0.301688351653861,-0.0349065365731351,-0.363403851049492,0.341545399805422,32.9093685536847,0.729574876972114,0.223351715414682,7.17813855847211,-1.71449861885596,-10.1563042488242,7.92200499641126,-4.95178256753388,-26.5632958938443,24.6517916099349,1.80760479332706,1.27442187461384,3.02482523014396,2.63815681077794,0.93861956263312,4.9647466182509,8.71506840619327,3.10711555193319,15.4219679863355,1.24717833493061,0.294851024713361,22.4658170664631,1.06109979008045,-6.92164324328508,11.0301096484334,3.33173460057288,-19.6935994980264,37.9620118556736,0.670300931331685,0.274446686000136,1.2596217468983,-1.64651152943416,-4.13637252617801,1.17316398895334,-5.24160314047303,-14.2855693398907,3.49015290645256,316.563742893678,503.569889358977,790.038041668871,76,1000,0,120,1000,0
"NorESM1-M_r1i1p1_RACMO22E",x ~ gmst + nao (rp10),0.259052741198129,0.194609719552724,0.297136231773266,-0.234935575287681,-0.514635175211672,0.00343067137768106,25.4054232232192,0.26308120641244,0.141712324113703,0.999898739491844,-6.20361860004815,-12.1785893306069,0.000383409312900306,-19.6260887461691,-35.4137062426972,0.00112342891704652,1.62702455038572,1.05868647980422,2.87420015135931,1.27651211519195,0.131121193352574,2.57834411067778,5.29038425926847,0.556434411877001,10.9118259279073,0.33214147142413,0.157229780542109,1.73906974721637,-4.61540160864087,-10.0673616612781,1.73311682748734,-15.373999996638,-31.0057580938323,6.19610820923808,0.759925411073416,0.36615977423842,1.31194273942292,-1.05337023527424,-3.21167836571034,1.24277485733231,-3.58006113135583,-11.9546076637006,3.8838349877416,298.522348276423,480.848874375042,768.129033651603,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_RCA4",x ~ gmst + nao (rp10),0.28116264769192,0.1906868791845,0.331300272777257,-0.342895913684051,-0.746259594605178,0.167195654652213,29.8726773509236,0.333939315511997,0.136707471144219,6.97815485579126,-5.03374139648323,-14.4384818606798,6.46754991591139,-14.420675558008,-34.9924783729118,22.7880473202304,2.46339979608539,1.08006317577872,Inf,2.20085558842435,0.262051724684551,4.17619291947063,7.9534177666862,0.863743364626032,15.2980406908736,0.523954917141733,0.152963977839144,21.4588326668938,-2.46202725550967,-11.2017935061615,8.17198345789365,-7.61419436322862,-29.9613650758025,30.6848320330123,0.586753870026293,0.126717103248035,1.32871400504898,-1.79939154988981,-4.13382748794437,1.38484299860139,-5.8803731013849,-14.3450454023696,4.22155301341579,312.105847023321,371.851363391441,647.71744758885,57,1000,0,101,1000,0
"NorESM1-M_r1i1p1_RegCM4-6",x ~ gmst + nao (rp10),0.230962034470733,0.168141987118861,0.276517669243321,-0.191546799258907,-0.780884645827906,0.000762933070016776,23.6879301449801,0.961286941563722,0.202461864866575,Inf,-0.106705515895442,-6.37647998186341,6.98505096492924,-0.448443579537102,-22.7001072946126,34.8483341696966,1.73777830624426,1.02002068232094,3.61283030931322,1.29614048434891,0.0318666074062177,2.84518291490737,5.78846311077924,0.136655362464397,12.7920836172585,1.65554391361315,0.27186011255849,Inf,1.19527361025159,-4.44445014224924,8.00961574936439,5.31406154006795,-17.3022411109914,42.8946589899496,0.838947306626628,0.364410918408439,1.68235645697735,-0.461067875812724,-2.08003958313651,1.57659134948061,-1.95995277403141,-9.37925757393046,6.30696756970083,273.011067963413,330.623020157814,574.387468780899,57,1000,0,101,1000,0
"NorESM1-M_r1i1p1_REMO2015",x ~ gmst + nao (rp10),0.275950513117848,0.209649898347482,0.315314675603639,-0.220564089952011,-0.583295295683891,0.0112252031420114,28.9285758329661,0.448932377337505,0.152066775430903,2.58607497106465,-3.86968521342622,-11.2499133491033,3.62140065260118,-11.7984462894318,-32.4065986841104,12.117600556384,1.8263430922817,0.858471924314057,3.4440875441797,1.98619399629581,-0.272347345769862,3.86305026909754,7.37200596568073,-1.20148460243439,14.414763329939,0.681848047377589,0.160089053767881,6.45232058895554,-1.61780425131361,-9.88048536568268,5.95916679909865,-5.29622248806561,-29.5842242638345,21.6329582388503,0.670523158086181,0.217212387975552,1.31756062768247,-1.46772030021147,-3.60003663594092,1.22316274713432,-5.00823538556795,-13.5750626548946,3.80394846137492,307.949713871255,500.766747784738,786.277265609332,77,1000,0,121,1000,0
