"","X","eval_disp_est","eval_disp_lower","eval_disp_upper","eval_shape_est","eval_shape_lower","eval_shape_upper","rp_value","attr_PR.pi_est","attr_PR.pi_lower","attr_PR.pi_upper","attr_dI.abs.pi_est","attr_dI.abs.pi_lower","attr_dI.abs.pi_upper","attr_dI.rel.pi_est","attr_dI.rel.pi_lower","attr_dI.rel.pi_upper","attr_PR.naoneutral_est","attr_PR.naoneutral_lower","attr_PR.naoneutral_upper","attr_dI.abs.naoneutral_est","attr_dI.abs.naoneutral_lower","attr_dI.abs.naoneutral_upper","attr_dI.rel.naoneutral_est","attr_dI.rel.naoneutral_lower","attr_dI.rel.naoneutral_upper","attr_PR.pineutral_est","attr_PR.pineutral_lower","attr_PR.pineutral_upper","attr_dI.abs.pineutral_est","attr_dI.abs.pineutral_lower","attr_dI.abs.pineutral_upper","attr_dI.rel.pineutral_est","attr_dI.rel.pineutral_lower","attr_dI.rel.pineutral_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_dI.abs_est","proj_dI.abs_lower","proj_dI.abs_upper","proj_dI.rel_est","proj_dI.rel_lower","proj_dI.rel_upper","aic_eval","aic_attr","aic_proj","attr_nobs","attr_nsamp","attr_nfailed","proj_nobs","proj_nsamp","proj_nfailed"
"HadGEM2-ES_r1i1p1_RACMO22E",x ~ gmst + nao (rp5),0.272501494535598,0.194290172427056,0.315063391573458,-0.0371785231081845,-0.415543426520298,0.249828874953698,69.7119842152085,1.30288529533581,0.535260615207716,7.96062432754022,3.32149026541856,-8.30785287557344,15.9674607142307,5.0029606165162,-12.9112562427223,24.6209708106742,1.16117949876012,0.943000864758708,1.50701117482541,1.93375879598605,-0.717722872617908,4.95996067145692,2.85306790495819,-1.15693638415663,6.98678514839854,1.53483855264178,0.576484117007392,13.1934424192805,5.16311338216894,-7.14326603987558,18.2231672222297,7.99876638512193,-11.2383695558361,28.6967248291599,0.974136093716668,0.735774513576741,1.32172792437508,-0.339963221654727,-3.60766166427394,3.80816215638851,-0.507982616655093,-5.82361235388206,5.29835966562689,406.791837177726,632.421416900837,995.331664063374,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_RCA4",x ~ gmst + nao (rp5),0.292622056858051,0.208957074153188,0.342875639193728,-0.0292421384967444,-0.302764070702338,0.255105474965306,90.1566998735391,2.44203485574858,0.73539739217557,17.9245723775858,13.8028522353722,-5.087410941369,33.46800158264,18.0774809159357,-6.58890678616671,45.7216202239171,1.17430038315291,0.923097351030542,1.58852645379615,2.97599173925875,-1.32975053632383,7.95569769467132,3.41358977570469,-1.66699480963575,8.88222117390659,3.01629294233954,0.827535249247623,30.7003922045833,16.3232242116151,-2.76162720675551,37.4788828537292,22.1081617318917,-3.74490060626218,53.5135185930899,0.966420137616867,0.675457901267455,1.31265594671958,-0.549199898359674,-5.62707155656698,4.58202980623433,-0.707971409880181,-7.60731945037546,5.57016481272931,427.238769447462,500.932775133738,872.477568069776,57,1000,0,101,1000,0
"HadGEM2-ES_r1i1p1_RegCM4-6",x ~ gmst + nao (rp5),0.293243036243365,0.223079202011051,0.338502548092634,-0.0106180448657397,-0.305934474127976,0.309506040127878,59.6579698862636,2.06477151759208,0.769716134275661,77.9775887393227,8.05371534923425,-3.07653700364517,20.8439615845722,15.6066886761346,-5.86868275820262,42.5954837888262,1.17149386672263,0.944470986069802,1.49689361425826,2.01139449082986,-0.668852859868889,5.67008147886411,3.48918296886233,-1.14737577103012,9.76360770149262,2.50382039569124,0.850564758304648,143.066731942969,9.79357531223748,-1.79646702495253,23.0425461111182,19.640417568288,-3.64087563436808,47.5701189607765,0.914920022758553,0.635170491348364,1.22223825091775,-1.02299345628701,-4.29233358019442,2.63325347380314,-1.96529286040152,-8.94335889165091,4.59568219434666,389.785496967898,446.413880751764,787.408229318856,56,1000,0,100,1000,0
"HadGEM2-ES_r1i1p1_REMO2015",x ~ gmst + nao (rp5),0.248463424105516,0.153638339711152,0.305054593155852,0.163288121305981,-0.270147303690129,0.877257750281642,72.9039231653817,0.978029308892118,0.48507498750705,5.49880003443821,-0.341098836395346,-10.9270985560246,15.605470081986,-0.465695588687339,-15.4720011131124,21.1000101085025,1.18375800413145,0.968518092116725,1.58746329512573,2.4567709260772,-0.404947228834624,6.29332140190223,3.48739565473378,-0.597585820093702,8.45889300178463,1.1562099361244,0.525675898300608,12.5616240413302,2.12716669337107,-9.03490561612421,18.7546576187977,3.00545941832228,-13.1312985845118,26.3614409377516,0.939050040457568,0.697692747685377,1.22501602474418,-0.88022167066876,-4.53330611168497,3.18856281174418,-1.20449901038659,-6.4900195103538,4.01214564926298,412.868014981135,653.757380098573,1014.13235732169,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_WRF361H",x ~ gmst + nao (rp5),0.209714916989574,0.151228739780754,0.253863714271367,0.0686653101369851,-0.248967475741029,0.356624696674837,63.9851169666707,1.03799917262846,0.450382824470985,5.29017603767245,0.445661189327545,-9.416688020742,14.0533858808232,0.701392833594994,-14.7216249761454,22.1279150433794,1.20908067810076,0.950119552738837,1.77317830501546,2.19298303399447,-0.546550120365075,5.66845720735047,3.54896795825788,-0.93025163655386,8.6342506645332,1.25738336680982,0.478980152335116,9.1958735370526,2.62336993027643,-8.11264237421531,16.7257959921998,4.27525299877868,-13.3966411102513,27.5240006926207,0.965497504138721,0.715077479975045,1.27740920089137,-0.375562980611932,-3.18241673828721,2.66348765661762,-0.585854533400105,-5.08932611565926,4.08375638409014,383.81615403908,452.331923205295,790.649682019425,57,1000,0,101,1000,0
"HadGEM2-ES_r1i1p1_WRF381P",x ~ gmst + nao (rp5),0.258179812221715,0.191658275596399,0.2940951168516,-0.144885842733678,-0.515711663771852,0.201822644807311,62.4684214587991,1.99244602114769,0.683010015793702,37.3687202500695,5.92544616950341,-4.09747678827466,14.9517225322697,10.4795443451402,-7.20971804569648,26.8286751248078,1.09777546178759,0.848343663578364,1.52693095743941,0.948090944480846,-1.4945129518421,3.68350113521266,1.54110183829423,-2.55901782690987,5.82546822132149,2.25668957789165,0.701281231478327,45.7247470197231,6.78360588594737,-3.59328560892304,15.5050865000869,12.1821466339822,-6.9079997419409,28.0091931408919,1.20089841569832,0.881984786840305,1.57559155090474,2.00428183618588,-1.21877657849376,5.25077031360205,3.2729251512517,-2.16346881585136,7.93899402162671,384.430130249208,597.780332688149,944.787415426022,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_HIRHAM5",x ~ gmst + nao (rp5),0.172466515061638,0.119583437168295,0.20621926616363,0.0561376466703414,-0.483493209680247,0.519029654898121,89.1475161141634,2.77184360186859,1.07651256530342,16.8391004780627,12.5679490937838,0.98699050404981,25.3265471792253,16.4116220328579,1.23081441998514,34.1235916788342,1.22571206580347,0.981329835817341,1.46334527539617,2.93809840473945,-0.176661381595607,5.56156635225572,3.40809447831159,-0.211590988617433,6.36799073528155,3.58752427974804,1.31593034693977,28.1711283211618,15.0918366175829,3.23074247978682,28.1673543351909,20.3790400954727,4.26077508222521,39.1987851907885,1.02932171305855,0.786637037821882,1.37007280954476,0.428767155519949,-3.36798939342635,4.72308826262052,0.516347786965092,-4.28615560149483,5.41406990711972,389.400109817592,625.128275266177,1012.81897002832,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_RACMO22E",x ~ gmst + nao (rp5),0.218979393149276,0.148534521650821,0.258585142847847,-0.148705785416823,-0.596804067448532,0.368482392911851,79.8949628786436,2.35912151630472,0.853551176230652,43.6162665940046,9.66886032236404,-1.99708017017242,22.9566203142117,13.7681858602581,-2.68782199171321,34.6503525443263,1.32058412857626,1.04403813234832,1.75604797893881,3.57918370889963,0.491971665004169,6.74687551176174,4.68996549316322,0.654659390468118,8.70283472510952,3.39752435291892,1.09790826292578,143.322354066875,12.8148924769911,1.13186547704051,25.8033550869332,19.103874519302,1.61455788187219,40.2912148235513,0.99738704723325,0.745708069576221,1.2947521208924,-0.035431153434331,-3.43926012529179,3.77848886926796,-0.0478200931182964,-4.86158021327846,4.7092151034052,388.925743126927,623.678855798095,1002.83632262292,76,1000,0,120,1000,0
"IPSL-CM5A-MR_r1i1p1_RCA4",x ~ gmst + nao (rp5),0.226212070359218,0.175890925387926,0.264582740712125,-0.0140283085973734,-0.470300801322741,0.257096842692861,94.0327206276946,4.18202464006363,1.45339490622487,Inf,17.4957866192369,4.40553516975093,32.3324513481185,22.8592729064682,5.52065875363854,43.4880835926243,1.16949334813448,0.875819066464479,1.74144427138043,2.48803565035573,-1.95433562531616,7.23283878065159,2.7178373610348,-2.11898233411568,7.56818879202214,5.24953430098223,1.6461140000745,Inf,19.5208968054658,5.92006961182917,35.5699435204806,26.1983881270159,7.64971453401053,49.9870882610269,1.25960388163745,0.942888061808068,1.71532040427505,4.33365473546223,-1.00833622168149,10.2416626863031,4.565249574437,-1.15398737612964,10.1852159414311,412.292130150835,485.308811558924,893.997055160062,57,1000,0,101,1000,0
"IPSL-CM5A-MR_r1i1p1_REMO2015",x ~ gmst + nao (rp5),0.219585142061084,0.147958398868953,0.25995245781339,-0.133343130988581,-0.579697714610931,0.672920574055843,87.9680613255561,3.04684059706142,1.02184989206291,33.0165591221209,14.2404089498852,0.313780085885999,27.3969847559909,19.314881853724,0.395136025692587,39.2483028156443,1.31762768767722,1.02841490290471,1.62388055574151,4.16533708852509,0.340279649379147,7.48987456537087,4.97040773608228,0.403623418733757,9.71138587041693,4.36399884092323,1.42064536069073,64.2055066508024,17.7314546801501,5.21322507267416,30.8032175186187,25.2453179716789,7.3694046578935,44.9499468280448,1.15020280307344,0.877654000774487,1.50612904851717,2.17615335925342,-1.77074459797055,6.91163159436631,2.64605217011847,-2.31246043437801,7.91874852029964,397.555628245611,639.32705655992,1026.25995421248,77,1000,0,121,1000,0
"IPSL-CM5A-MR_r1i1p1_WRF381P",x ~ gmst + nao (rp5),0.169495936241611,0.122499525973918,0.205160785152227,-0.295990059768523,-0.667710686372907,-0.036950537304798,66.4368127759223,3.93489194941943,0.803735805277042,Inf,5.96246681574601,-1.37114444926633,12.3184439657123,9.85949781031519,-2.15978026080112,20.5461141040029,1.35708823952101,1.03273112388805,2.07610099863471,1.76548214769302,0.171018410804857,3.54357950044992,2.72993014144413,0.248036450475568,5.57421093678323,7.33618015975088,1.10793204552276,Inf,7.56950324216527,0.500062758596949,13.823805745235,12.8585853542782,0.840186068753056,24.3218581274163,1.36739230128155,0.981514884365304,1.84697489910823,2.67592684657863,-0.0999205977144951,5.58480706949897,4.04658902989202,-0.159974239292514,7.97346449928256,352.947516160232,549.437451353697,893.200896690098,76,1000,0,120,1000,0
"MIROC5_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp5),0.255261968621041,0.178164288917245,0.306976256149593,-0.224758280178549,-0.695816533077689,0.107931844464375,58.8820374937057,3.71623689355335,0.812219543505137,Inf,9.91224699742696,-1.78926722340666,22.2805954711893,20.2415548381409,-3.32358288873574,49.7479521858475,1.29779793227092,0.815599538237115,1.7612711226314,2.49215052076597,-1.39060534695589,5.54609909748187,4.41949905301619,-2.50852214246394,9.88099173928794,5.50750757622929,0.946392055779114,Inf,11.9848670031485,-0.461365560078653,25.2464846785531,25.5556292155444,-0.908460180019533,57.6809393520361,1.20530809547921,0.794777944466264,1.72546842669064,1.73083104676269,-1.772491444664,5.65700977229914,3.1979124241783,-3.61159034748805,9.55704828820821,370.556400867616,586.765255568069,909.862641080511,77,1000,0,121,1000,0
"MIROC5_r1i1p1_REMO2015",x ~ gmst + nao (rp5),0.226701485982711,0.150353577448749,0.275505877150277,-0.274109541823294,-0.621062462259494,0.0511697369482987,69.5135383302856,3.63305617055082,0.87609866844364,82.0739446853458,10.4783014596562,-1.11998842527137,20.8475160796543,17.7492325178917,-1.77587955284965,38.60582209199,1.25951265527274,0.941848653332023,1.71430659110547,2.36768524003361,-0.617918903858812,5.21555772519108,3.52618237920242,-0.904830213698184,7.69472126461369,5.14502253755333,1.06736835238759,368.805424488658,12.489087593378,0.612780745651311,23.3718246170265,21.9012852065837,0.963814558724341,43.4081667513646,1.11249650862506,0.733568915855502,1.64618379540815,1.12509246456249,-2.79909576302652,5.65951190575351,1.74619528240604,-4.78044484415834,8.02008786329979,377.853150135385,616.572589355622,960.083860886272,79,1000,0,123,1000,0
"MIROC5_r1i1p1_WRF361H",x ~ gmst + nao (rp5),0.194078731516294,0.121954894673908,0.242594090623871,-0.237555923728022,-0.72562334233005,0.0831975452123259,63.0057678345159,7.68493380236175,1.40769634274829,Inf,14.3884297793874,2.66828943905398,23.5585342603746,29.5952644776066,5.12246486413953,52.0527597314795,1.08598266826627,0.72100101989453,1.3799140858425,0.831476179919193,-2.31058544888888,3.36869649183347,1.33733116661526,-3.81692235227724,5.46803235654216,8.75591228618607,1.39596486872384,123190838.073747,15.0300243494288,2.1787471434215,24.3837042345292,31.3283823399231,4.23443230868154,55.8014810485538,1.29628599136892,0.853862990758097,1.88232550209822,2.58567094510045,-1.30426503278173,6.79241063856158,4.44172216507658,-2.43523537858179,10.8164136020592,352.411933759012,429.834101986199,759.939074343725,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_ALADIN63",x ~ gmst + nao (rp5),0.176136418723459,0.128569906953335,0.209279817924741,-0.0355441732988568,-0.397912554978111,0.222692699007767,71.9586733987524,1.04997646636261,0.520755886267545,2.49959131301824,0.472059603071841,-6.38322429452323,7.44125656403189,0.660346850979762,-8.72746645407203,10.8604077758276,1.05417022958395,0.812186740712783,1.51008591890954,0.510133416279444,-2.01154105287659,3.48933755768215,0.71398718071018,-2.85338596273682,4.86317862362848,1.1079188066013,0.521141903040636,2.92779798003863,0.978846468245933,-6.76381268824649,8.74096599147595,1.37904882355417,-8.92981816611532,12.8708475102993,1.22380518292625,0.841585914181045,1.80092392520614,2.13815499591549,-1.60060497167106,6.31995184235285,2.78647137918565,-2.2341846629539,7.78083160928428,380.260015524467,590.954353850616,942.515176129046,76,1000,0,120,1000,0
"MPI-ESM-LR_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp5),0.210257160519974,0.155738640334373,0.2459812942225,-0.0695071409541548,-0.430783495234919,0.1379650011748,75.5701882201807,2.4889159106988,1.01381427472051,859.743558792269,8.33225757264235,0.138701516295894,16.91253199303,12.3921981125804,0.203195288319449,26.2716207716336,1.17102200582546,0.886421217958368,1.55929191284659,1.69713604797974,-1.23624962999481,4.61618060998784,2.29736825280164,-1.68450367927699,6.42703172818978,3.0629797037585,1.12591771142461,67645.4114123112,9.84226990132709,1.06122584331293,18.9974538344331,14.9742607906447,1.52049079215473,30.019169553224,1.51567526408898,1.14178802219583,2.21711907701137,5.17859810689365,1.5739199091988,9.8370809185045,6.57285646839904,2.14302137948837,11.6797805341817,390.959891112028,603.153207274679,964.435309870518,77,1000,0,121,1000,0
"MPI-ESM-LR_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp5),0.237246706352451,0.165933325076776,0.283217148869711,-0.081589805276114,-0.57731725422333,0.142099024696778,78.8063669645351,1.62052011280981,0.697128682864044,6.39869219345202,5.34758451169517,-4.64825558704102,14.576968985894,7.27970752187227,-5.75941191409829,20.7750374628045,1.06501515848449,0.805302772473929,1.55547407282291,0.779567926191447,-2.50984566443175,4.63207712255549,0.999102790066212,-3.2275942050983,6.2958413143491,1.74791345563163,0.672278828239502,8.30410415323042,6.07425309068296,-4.68568047602807,15.2260616659406,8.35154207289816,-6.07505206815536,22.3364529078626,1.26555823909363,0.887343962520649,1.83137002981693,3.08935434450447,-1.35610525091326,8.03055610806836,3.81790364113453,-1.79624682578096,9.26449614475783,405.869579052487,642.112044822849,1012.55464280364,78,1000,0,122,1000,0
"MPI-ESM-LR_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp5),0.179011044815514,0.130276926015592,0.208071046196747,-0.0232489863202747,-0.407135928792709,0.418501788309019,87.658850362447,2.11314922812585,0.741403837747062,13.1508731101094,7.70598553750092,-3.27442040436418,19.5536411066896,9.63816062673039,-3.82703003568906,25.3668797058879,1.02275416852965,0.745056486746151,1.56929103162379,0.276309493414033,-3.48718293647186,4.46493512688599,0.31620675098949,-3.97843759767517,5.1630675157326,2.17598181596615,0.756798508015814,17.1855889018673,7.95800499116062,-3.23849376036787,20.8146096853918,9.9848438922928,-3.91871490292881,27.9523426676891,1.46002168320005,1.03991741901982,1.98117965106201,5.03664438696798,0.419433191364056,9.84810236915526,5.55248209702333,0.488568971444692,10.3203794686563,396.274017366254,615.605603964949,982.401637223124,75,1000,0,119,1000,0
"MPI-ESM-LR_r1i1p1_HIRHAM5",x ~ gmst + nao (rp5),0.181352422742893,0.132638631537548,0.213057721574788,-0.0776407000364973,-0.44807831852975,0.186889677393014,81.103897029903,1.4905138571481,0.587868499503463,4.84240849112428,3.96329897776616,-5.6243451925357,12.9722435460619,5.13776024278097,-6.79634350026181,17.7654382703603,1.04700752168889,0.750353858545049,1.45878006495927,0.497062892116475,-3.01048559594242,3.63243374010619,0.616651053764018,-3.65678890210269,4.6059307605379,1.57159281667182,0.576867280134403,5.71045588376178,4.43607192914791,-6.28503531607172,14.8446242767105,5.78609334922196,-7.93201490461471,20.1353855043332,1.49058654427217,1.08395512721236,2.05058316865118,5.29236683285042,0.903731892385036,9.41248309992539,5.91472033387009,1.0776703986249,10.0970044518059,389.745784888881,606.996265668735,993.120220256303,76,1000,0,120,1000,0
"MPI-ESM-LR_r1i1p1_RACMO22E",x ~ gmst + nao (rp5),0.231661857257435,0.162079753545259,0.279399514399158,-0.155475919470799,-0.682516613912949,0.0768148124990277,76.2207239715746,1.86610204631829,0.694580026944734,7.03228526239842,5.77305583594591,-3.28281648927067,14.6658055741371,8.19481465991378,-4.67523480898079,21.4285094253182,1.00378900484891,0.670258432950507,1.36695007411258,0.0414600372160407,-3.47253871830402,3.48049966230677,0.0544243079741039,-4.78457996741482,4.53123106784232,1.87524983302906,0.561579248702522,7.78032240330528,5.81137563652635,-5.68659895279999,15.9151140913305,8.25369893905632,-7.71172520864553,23.7673161565697,1.41624328798736,1.05433746014024,2.01258025494022,4.34813278877343,0.573815902782988,9.09673910154173,5.44363819607509,0.745111201263467,10.7884155611293,398.636894831987,620.237938401452,988.727112556091,77,1000,0,121,1000,0
"MPI-ESM-LR_r1i1p1_RCA4",x ~ gmst + nao (rp5),0.242524396445854,0.178719999290432,0.275741609735058,-0.134225984838796,-0.415786205787102,0.136197225455997,85.5174711809982,1.7708521504432,0.448619302633462,10.9599679256245,7.1320462868625,-12.9510912894223,23.5667140074325,9.09868932457121,-13.7436656431673,32.9850970602051,0.993898787388273,0.711519878617109,1.76739692396171,-0.0890939385540861,-4.69306630597998,5.79735882680691,-0.104073721950721,-5.57025056636977,7.53361683548703,1.75750751663135,0.45397443575015,11.617110134212,7.05038266733996,-12.3716699982694,24.2801418435309,8.98514625799165,-13.8039912589013,34.0936477103357,1.60452343606492,1.13502703832946,2.26583391170986,7.93909871030189,1.79934721373471,15.4374923268409,8.43127342998953,2.05028696382996,15.2957076957126,414.842528382631,489.427655298172,874.274917178011,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_RegCM4-6",x ~ gmst + nao (rp5),0.231998860281455,0.170764009787992,0.273468398684147,-0.0348780634250568,-0.701308277264024,0.342060044366553,56.7586136449146,3.85579007587722,0.78524649360022,Inf,10.6927310985232,-2.84994868452705,21.4853268862404,23.211822953256,-5.58930498950562,50.9059497632497,0.855799592499941,0.642281667170899,1.17572812369482,-1.71038354512132,-4.87232601755252,1.52583598620367,-2.92528284615903,-9.13132616392322,2.68705397011347,3.0952304636614,0.619692435296649,Inf,9.30456598244487,-5.98756999297433,21.1980138767434,19.6075286319646,-11.5166903466236,50.8519435398313,1.39562575295277,0.919518922166524,2.37032691697448,3.61619719820681,-0.839922593115416,9.78889556069698,6.12629243262516,-1.51096542602484,15.6290367478445,371.927672537478,437.746646450781,784.002284797601,57,1000,0,101,1000,0
"MPI-ESM-LR_r1i1p1_REMO2009",x ~ gmst + nao (rp5),0.21433441019669,0.147567395482652,0.256903326042531,-0.116072400297924,-0.574472926463921,0.332462071064681,81.6656545790542,1.61420261808166,0.637001246898644,5.59142950376265,5.08361553678277,-5.1699545326201,15.4933267794419,6.63813029838072,-6.49813577883128,21.5931458322173,1.08982858585075,0.803796595218787,1.52339987126217,1.01311463904463,-2.48153862887978,4.77533216833913,1.25614722090364,-3.05180161230143,6.08305493692351,1.79095104700113,0.628444291453956,6.37502477119289,6.03366467606332,-5.1530412855471,16.9475305021554,7.97766220854744,-6.35267522919993,23.3699087079734,1.29527393839078,0.935078346356462,1.78400790476908,3.24375161225404,-0.734135664770857,7.94366449540426,3.82415487471387,-0.915668243212263,8.94763313232766,400.640033927481,633.030374206676,1005.66288366764,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_ALADIN63",x ~ gmst + nao (rp5),0.156727415892759,0.0958173691585542,0.189956001196022,0.159034443975558,-0.131160690081036,0.960587344378768,58.8201382881186,0.713115255500247,0.320732293944431,1.76618168382196,-3.46479774708845,-13.6780695413603,6.0552979975749,-5.56281818308355,-20.1558748577611,10.3065131710957,0.978749475296787,0.779714829491234,1.17878900219268,-0.205374851899954,-2.15488471195351,1.64428916949366,-0.347942509898677,-3.73622623276797,2.74675256385101,0.69931553597005,0.303593395918412,1.86332487769122,-3.68227019591492,-14.9061999791838,6.33049680041994,-5.8914052837749,-21.5486440636423,10.8138173819767,1.21400125799049,0.87304316569757,1.78866478119973,2.05498063525575,-1.34543594753034,6.33778271638993,3.11074378552974,-2.19118595803644,8.96717375584754,362.886537543546,582.120354113314,920.571392008969,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp5),0.178964222585822,0.117554455378443,0.223617359162925,0.297164534900168,-0.0623802386607818,0.952686709886891,54.5615128132954,0.721978065554308,0.341127848378489,2.25118177653546,-3.77628574400636,-12.9342795049478,8.47880562930184,-6.47313720674108,-20.9883833966793,15.9741168881368,1.11516636827319,0.909164103660769,1.35239060645917,1.15113867969883,-0.989763754348518,3.30541053007726,2.15527170212188,-1.72184021190383,5.85246021607646,0.79866903741118,0.36064777177177,2.82772371849552,-2.54547499582225,-12.0830711060802,10.1237165332933,-4.4573791990756,-19.7469950937569,19.4159739621301,1.1863921303334,0.781900349732582,1.81446874164255,1.88684285876941,-2.61502401827836,7.35170088727559,3.05001243141821,-4.62591752592014,10.9195654514162,368.535509132971,590.613368677132,938.290671935995,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp5),0.194216502558339,0.117984664357647,0.230802904741586,-0.00168119420645875,-0.237584204882317,0.474615931691827,67.602500564694,0.646641755768594,0.273730280170492,3.18878152762652,-5.56401074032325,-20.6195614409243,11.7826600285835,-7.60458663544577,-25.9850404310332,18.1583204260314,1.03184438894124,0.780337763756971,1.32540480200274,0.349000691204765,-2.65281496177856,2.82321688672446,0.518933128924549,-3.73533211605689,4.17991756975828,0.663728124823262,0.276586984020439,2.94458669404901,-5.18628561469637,-20.264329031942,12.3396321843898,-7.12511622589035,-25.5358154554747,18.551090086678,1.19360273871135,0.751353741909687,1.74445367504671,2.37745435178557,-2.9522534053428,8.33951284761471,3.10458369970249,-4.36841106127989,10.0000177815704,386.557726095419,607.473205750548,969.815533559295,75,1000,0,119,1000,0
"NorESM1-M_r1i1p1_HIRHAM5",x ~ gmst + nao (rp5),0.152880814223837,0.106637059650494,0.181374663965474,0.142903191047139,-0.134969650547053,0.552402521926292,61.4084907228035,0.461493254490156,0.26438027604309,1.57169013633045,-9.53757396235002,-20.5909620235689,4.55757296832108,-13.4434150853555,-27.2927664911696,6.95581176334035,0.961288593458583,0.72174111182479,1.3045424988446,-0.359245003848734,-3.01044670115469,2.01029630369447,-0.581606237661911,-4.641406947535,3.42615427104342,0.45079231410255,0.262072496188027,1.43390522626127,-9.95261460218462,-20.8924355097139,3.78900244383949,-13.9468335823262,-27.4604002585774,5.62937593084325,1.30746374827626,0.775174975810133,1.95808425344164,3.37509929264152,-2.73525469863845,10.0516733840023,4.52729787727774,-4.06556433618174,12.0995047946612,366.101839968852,608.322702752737,970.691910591857,76,1000,0,120,1000,0
"NorESM1-M_r1i1p1_RACMO22E",x ~ gmst + nao (rp5),0.166675189406458,0.10702576342407,0.206206144626003,0.210668371257389,-0.0308109379445461,0.713650435476515,57.0452984072031,0.733373515359045,0.296480693997147,1.4708913086266,-3.97329341682529,-16.7763383035784,5.43871922869956,-6.51161113039756,-25.1133562715922,9.09920188722825,1.116936677787,0.914961771159212,1.26191177017503,1.31954480221658,-0.881701044769374,2.75171456885114,2.36792634796867,-1.65302582317666,4.98049949112929,0.81557845121367,0.295763591762529,1.70191128761377,-2.56184027470614,-16.3329186318203,7.08057448278615,-4.29787493806283,-24.9580345573869,13.078821053301,1.09695102095556,0.762493347180476,1.62858038344422,1.15447475409711,-3.12975971715269,6.5318713442031,1.80884631657052,-5.32479979593201,9.37709666031913,362.546550298425,593.873843246584,947.491115017196,77,1000,0,121,1000,0
"NorESM1-M_r1i1p1_RCA4",x ~ gmst + nao (rp5),0.148570408520924,0.0812431316090449,0.176570916122896,0.11740514052042,-0.128734912272194,0.861258424553382,57.9551664968343,0.902783867973843,0.294379497852674,8.31025115078837,-0.95544244101346,-14.5219898047378,13.9096512539118,-1.62185123908917,-21.6032930173612,26.7808680920992,1.06517467812824,0.846392146267081,1.64966130386764,0.564579458998423,-1.5905552883509,3.13645083439431,0.983749231605199,-2.76001586928479,5.66938035975952,0.959329243911801,0.307952733045994,9.16782603789377,-0.381555387730387,-13.5531186250934,13.7307894290082,-0.654056956586281,-20.7588361495015,26.2489868660655,1.25432707530912,0.687890434319393,2.19074882552851,2.56194665616883,-3.94476588398008,10.0282103846234,3.9591309163034,-6.80515483660271,13.764554546497,350.769910470137,435.147464506283,788.263755495306,57,1000,0,101,1000,0
"NorESM1-M_r1i1p1_RegCM4-6",x ~ gmst + nao (rp5),0.199239192914782,0.143467082776684,0.237805887060724,-0.274885584162404,-0.694163952500758,0.0791525606705808,44.9590546157094,0.552299597377761,0.253150304379086,7.29658521982851,-4.45918216116313,-16.1354520984206,7.81385084626139,-9.0233534257742,-28.6301409501578,17.8264735762174,1.1883158708623,0.74110573370915,1.91338651720343,0.975545315258621,-1.53636676247063,3.13124608248006,2.21797971734062,-3.213365973324,7.26797550483228,0.621730562252163,0.257290664309165,12.2772997870545,-3.38687915594883,-14.8450371781384,9.13780832883652,-7.00550985724123,-27.0071020282555,21.7965113228776,1.19308980211766,0.722570212275672,1.84681297861721,1.35094460820594,-2.01288941993646,4.97179844745503,2.66868287027025,-4.3150057180952,9.18786053488687,340.016747802648,408.569340807369,724.308103412034,57,1000,0,101,1000,0
"NorESM1-M_r1i1p1_REMO2015",x ~ gmst + nao (rp5),0.164449969409546,0.115228787978995,0.214954967717917,0.109162531102858,-0.421712663386079,0.559142406328792,61.4068964496031,0.776818631643788,0.348229455667948,1.81442604085732,-2.72411567472538,-12.4190023945125,5.77721992426742,-4.24773535375403,-18.23306404513,9.36020516416345,1.07186360624726,0.764121992489763,1.32979745529707,0.699235512304796,-2.52909289133838,3.14625327001178,1.1518076985819,-3.8950174048736,5.08309584512998,0.828963756614557,0.343930786402791,1.9506326728408,-1.99386087094805,-12.3874903402731,7.04561075169405,-3.14485339799206,-17.9849541636051,12.0476289555833,1.10054190617865,0.712939820336039,1.66327389207026,1.11955769740352,-3.44211374353161,6.54400279758475,1.63896769889563,-5.59932628069542,8.99230719112937,368.426670634669,589.24124727992,948.897713495763,77,1000,0,121,1000,0
