DATE,PRCP
1982,36.3
1983,30.0
1987,24.9
1988,19.0
1989,22.8
1990,21.9
1991,19.5
1993,26.4
1994,22.4
1997,76.4
1998,40.4
1999,21.4
2000,25.2
2006,18.7
2008,28.3
2009,31.7
2010,34.2
2011,37.2
2012,23.2
2013,40.8
2021,26.6
2022,43.2
2023,16.8
2024,31.2
2025,45.6
