DATE,PRCP
2002,107.3
2003,164.4
2004,147.7
2005,110.3
2007,175.5
2008,89.0
2009,191.7
2010,188.6
2012,83.7
2014,192.0
2015,93.6
2016,136.4
2017,88.2
2018,162.7
2019,178.1
2020,295.7
2021,140.6
2022,172.9
2023,190.7
2025,102.6
