DATE,PRCP
1986,74.0
1987,56.4
1988,75.0
1989,63.9
1990,90.0
1991,62.3
1992,49.1
1993,50.4
1994,54.0
1995,69.5
1996,86.6
1997,85.7
1998,71.5
1999,45.0
2000,56.7
2001,65.1
2002,102.0
2003,82.5
2004,57.7
2005,66.0
2006,84.5
2007,88.6
2008,38.8
2009,48.5
2010,57.8
2011,67.2
2012,73.5
2013,59.6
2014,64.9
2015,108.1
2017,43.4
2018,55.0
2019,91.5
2020,88.8
2021,82.2
2023,101.8
2025,81.0
