DATE,PRCP
1985,52.9
1986,51.1
1987,44.7
1988,28.3
1989,93.6
1990,51.4
1991,27.6
1992,25.7
1993,40.9
1994,46.2
1996,130.6
1997,84.8
1998,30.4
1999,47.3
2000,23.9
2001,83.1
2002,98.3
2003,39.7
2004,73.6
2005,39.0
2006,40.3
2007,55.1
2008,62.0
2009,32.8
2010,46.3
2012,29.2
2013,36.5
2014,36.4
2019,27.8
