DATE,PRCP
1956,38.2
1959,55.0
1963,101.0
1965,33.0
1968,45.2
1969,49.8
1974,37.0
1976,58.0
1981,57.0
1983,74.0
1987,41.0
1988,58.5
1989,28.7
1990,66.9
1991,66.6
1992,97.4
1993,39.0
1994,28.2
1995,36.9
1996,49.6
1997,68.6
1998,61.9
1999,37.4
2000,44.7
2003,51.2
2004,64.4
2005,46.7
2006,46.7
2010,77.1
2012,29.1
