DATE,PRCP
1985,34.0
1989,39.0
1990,30.1
1992,52.9
1993,41.0
1994,76.4
1995,24.6
1997,50.4
1998,45.8
1999,33.7
2000,52.5
2001,32.0
2002,41.7
2003,30.1
2004,30.5
2005,26.8
2006,34.6
2007,28.8
2008,69.1
2009,36.7
2010,59.8
2011,43.2
2012,13.2
2013,52.4
2014,42.6
2015,25.2
2016,29.0
2017,34.6
2018,42.2
2019,26.6
2020,46.8
2021,29.2
2022,17.8
2023,34.0
2024,54.0
2025,36.8
