DATE,PRCP
1952,26.5
1953,53.2
1954,46.2
1955,47.1
1956,36.0
1957,30.0
1986,30.0
1987,31.9
1988,65.8
1989,38.4
1990,41.8
1991,38.5
1992,27.4
1993,41.9
1994,55.0
1995,62.8
1996,54.3
1997,25.9
1998,49.9
2001,47.0
2004,43.5
2013,68.1
2015,49.2
2022,35.6
2023,53.0
2025,58.8
