DATE,PRCP
1944,87.6
1945,68.6
1946,23.4
1947,41.7
1948,55.1
1949,41.1
1950,52.8
1951,68.6
1952,55.6
1953,36.8
1954,24.6
1955,57.4
1956,65.8
1957,40.6
1958,26.2
1959,39.6
1960,34.5
1961,41.9
1962,43.2
1963,52.1
1964,107.4
1967,26.7
1968,44.2
1969,65.8
