DATE,PRCP
1945,60.0
1946,58.1
1948,60.4
1949,84.4
1950,84.0
1952,65.4
1953,99.6
1955,56.7
1961,78.6
1963,60.1
1968,53.4
1970,63.0
1971,57.6
1977,108.4
1982,58.4
1985,75.6
1986,81.9
1987,46.9
1988,218.0
1989,42.7
1990,98.5
1991,62.7
1992,54.7
1993,84.8
1994,78.3
1995,118.6
1996,117.9
1997,57.1
1998,83.2
2000,57.0
2001,103.8
2003,62.6
2004,70.8
2005,73.1
2006,79.3
2013,86.2
2025,109.2
