"group","model","est","lower","upper","l_wb","u_wb"
"models","ACCESS-CM2_r1i1p1f1_gn",1.77155294545856,1.58298013234606,1.95271617939493,1.15905708719611,2.38180829191099
"models","CNRM-CM6-1_r1i1p1f2_gr",1.86282616029343,1.69386565320604,2.03432780958472,1.25608146645696,2.4702833902719
"models","EC-Earth3_r1i1p1f1_gr",2.61993692762377,2.36758291829224,2.87933716102544,1.98489833307287,3.25780835011605
"models","GFDL-CM4_r1i1p1f1_gr1",2.01080547376677,1.76271508885178,2.26703644369763,1.37744908939005,2.64739465094087
"models","HadGEM3-GC31-LL_r1i1p1f3_gn",1.8581391126035,1.68720764587304,2.02138857473889,1.25084261429142,2.4633183070831
"models","IPSL-CM6A-LR_r1i1p1f1_gr",2.04789528143167,1.8950634065865,2.24492311749113,1.44544275009648,2.66304683895694
"models","KACE-1-0-G_r1i1p1f1_gr",2.42269956560336,2.21487716859538,2.64383527210993,1.80400608798974,3.04599120780278
"model_synth","Models",2.07701533090313,1.46077541098953,2.69606475540459,NA,NA
