time,tp
1950-03-29,7.444875
1950-03-30,4.146314
1950-03-31,0.9906518
1950-04-01,0.0104391575
1950-04-02,0.0
1950-04-03,0.004428625
1950-04-04,0.00073194504
1950-04-05,0.0077557564
1950-04-06,1.0466051
1950-04-07,0.7475829
1950-04-08,0.006725788
1950-04-09,0.00021219254
1950-04-10,0.000116825104
1950-04-11,2.052429
1950-04-12,7.784291
1950-04-13,2.8611338
1950-04-14,0.36349532
1950-04-15,0.139153
1950-04-16,0.1302886
1950-04-17,0.32000542
1950-04-18,3.3723998
1950-04-19,1.1866356
1950-04-20,0.20917775
1950-04-21,0.0008845329
1950-04-22,0.0068569183
1950-04-23,0.00030755997
1950-04-24,0.0
1950-04-25,0.00016450882
1950-04-26,0.61630607
1950-04-27,0.36086914
1950-04-28,0.52266127
1950-04-29,0.011627674
1950-04-30,0.0010800362
1950-05-01,0.00439167
1950-05-02,0.00582695
1950-05-03,0.027141571
1950-05-04,0.051796436
1950-05-05,0.19385576
1950-05-06,0.64684623
1950-05-07,0.8036899
1950-05-08,0.25803804
1950-05-09,0.00988245
1950-05-10,0.12522459
1950-05-11,3.3460093
1950-05-12,11.54665
1950-05-13,1.351509
1950-05-14,4.825141
1950-05-15,3.4252093
1950-05-16,1.5130638
1950-05-17,7.784661
1950-05-18,0.4914093
1950-05-19,0.06936073
1950-05-20,0.23590326
1950-05-21,3.7333395
1950-05-22,0.31450748
1950-05-23,0.99259377
1950-05-24,1.3745284
1950-05-25,0.24057865
1950-05-26,0.0050473213
1950-05-27,0.0
1950-05-28,0.0014662743
1950-05-29,0.18089771
1950-05-30,2.153232
1950-05-31,0.1988244
1950-06-01,0.0027632713
1950-06-02,0.00094890594
1950-06-03,0.00036001205
1950-06-04,0.0030303001
1950-06-05,0.0004720688
1950-06-06,0.023272038
1950-06-07,0.18765211
1950-06-08,1.3363551
1950-06-09,1.457584
1950-06-10,0.87246656
1950-06-11,0.40118217
1950-06-12,0.14300823
1950-06-13,2.3841858e-05
1950-06-14,0.00010728836
1950-06-15,0.10852575
1950-06-16,0.71306473
1950-06-17,0.32902953
1950-06-18,2.861023e-05
1950-06-19,5.722046e-05
1950-06-20,0.0060915947
1950-06-21,0.0009012222
1950-06-22,0.00014305115
1950-06-23,0.0016784668
1950-06-24,0.008406639
1950-06-25,0.010986328
1950-06-26,0.0
1950-06-27,0.006849766
1950-06-28,0.00022411346
1950-06-29,0.012454987
1950-06-30,0.13480186
1950-07-01,0.29758215
1950-07-02,0.2802539
1950-07-03,0.032155514
1950-07-04,0.34936428
1950-07-05,0.003862381
1950-07-06,1.9073486e-05
1950-07-07,0.00049352646
1950-07-08,0.0152897835
1950-07-09,0.0009822845
1950-07-10,0.0022411346
1950-07-11,1.66893e-05
1950-07-12,0.00029802322
1950-07-13,0.0007081032
1950-07-14,3.33786e-05
1950-07-15,0.0
1950-07-16,0.0
1950-07-17,0.046076775
1950-07-18,0.0009965897
1950-07-19,0.007376671
1950-07-20,0.0004339218
1950-07-21,0.002682209
1950-07-22,0.0
1950-07-23,9.536743e-06
1950-07-24,7.1525574e-06
1950-07-25,0.009675026
1950-07-26,0.0070118904
1950-07-27,0.021982193
1950-07-28,4.7683716e-05
1950-07-29,0.0008678436
1950-07-30,0.0060510635
1950-07-31,0.010511875
1950-08-01,0.006277561
1950-08-02,5.722046e-05
1950-08-03,0.0
1950-08-04,0.0049877167
1950-08-05,0.040216446
1950-08-06,0.0018763542
1950-08-07,0.0037050247
1950-08-08,0.00032901764
1950-08-09,0.0002503395
1950-08-10,0.0598073
1950-08-11,0.050182343
1950-08-12,0.15502214
1950-08-13,0.0773263
1950-08-14,0.64688444
1950-08-15,0.059137344
1950-08-16,0.0029325485
1950-08-17,0.0028896332
1950-08-18,4.7683716e-06
1950-08-19,0.00032901764
1950-08-20,0.20103455
1950-08-21,0.5103016
1950-08-22,0.30653954
1950-08-23,0.1950717
1950-08-24,0.021731853
1950-08-25,0.00020265579
1950-08-26,0.003941059
1950-08-27,0.00048398972
1950-08-28,0.0014209747
1950-08-29,0.0
1950-08-30,0.00015735626
1950-08-31,0.0009608269
1950-09-01,0.0029325485
1950-09-02,4.053116e-05
1950-09-03,0.102050304
1950-09-04,0.060305595
1950-09-05,0.25857687
1950-09-06,0.060071945
1950-09-07,0.0025939941
1950-09-08,0.0007748604
1950-09-09,0.05093813
1950-09-10,0.21731138
1950-09-11,0.2512622
1950-09-12,0.056061745
1950-09-13,0.012056828
1950-09-14,5.4836273e-05
1950-09-15,0.015499592
1950-09-16,2.3841858e-05
1950-09-17,0.008671284
1950-09-18,0.029506683
1950-09-19,0.0026655197
1950-09-20,0.0
1950-09-21,7.748604e-05
1950-09-22,0.2299428
1950-09-23,0.9185314
1950-09-24,0.99071264
1950-09-25,0.28069258
1950-09-26,0.02794981
1950-09-27,1.9197392
1950-09-28,4.6072516
1950-09-29,13.10654
1950-09-30,1.9003628
1950-10-01,0.03979206
1950-10-02,0.06600857
1950-10-03,0.0025463104
1950-10-04,0.14219046
1950-10-05,0.98288286
1950-10-06,8.714414
1950-10-07,2.6559517
1950-10-08,0.9792184
1950-10-09,1.0843228
1950-10-10,1.2714314
1950-10-11,0.41005966
1950-10-12,0.1478982
1950-10-13,0.98341584
1950-10-14,5.136252
1950-10-15,5.4534388
1950-10-16,9.846523
1950-10-17,5.72973
1950-10-18,0.14585257
1950-10-19,0.19255161
1950-10-20,2.6891804
1950-10-21,2.5363493
1950-10-22,0.6631255
1950-10-23,2.8877494
1950-10-24,0.34446603
1950-10-25,0.014469624
1950-10-26,0.18936634
1950-10-27,2.861023e-05
1950-10-28,0.0020384789
1950-10-29,0.0052165985
1950-10-30,0.0004339218
1950-10-31,5.4836273e-05
1950-11-01,0.017217398
1950-11-02,0.013916492
1950-11-03,0.0030565262
1950-11-04,0.003311634
1950-11-05,0.06396055
1950-11-06,0.70785993
1950-11-07,0.061023235
1950-11-08,0.008618832
1950-11-09,0.088210106
1950-11-10,2.4318337
1950-11-11,8.947838
1950-11-12,0.487802
1950-11-13,9.536743e-06
1950-11-14,0.01888752
1950-11-15,0.0019001961
1950-11-16,0.0011086464
1950-11-17,0.002849102
1950-11-18,0.009686947
1950-11-19,0.29699206
1950-11-20,0.07245302
1950-11-21,2.0489073
1950-11-22,2.4312925
1950-11-23,0.009653568
1950-11-24,0.0020623207
1950-11-25,0.016841888
1950-11-26,0.021498203
1950-11-27,0.0
1950-11-28,0.07513523
1950-11-29,0.0063681602
1950-11-30,0.0047016144
1950-12-01,0.020084381
1950-12-02,0.010120869
1950-12-03,0.31198502
1950-12-04,8.897777
1950-12-05,27.385244
1950-12-06,6.866593
1950-12-07,2.8116772
1950-12-08,0.32291412
1950-12-09,0.35263294
1950-12-10,0.0032103062
1950-12-11,0.40617707
1950-12-12,0.20824909
1950-12-13,1.1315942
1950-12-14,2.0310214
1950-12-15,0.22370338
1950-12-16,0.27650833
1950-12-17,0.023714304
1950-12-18,0.007843971
1950-12-19,0.0029683113
1950-12-20,3.9777658
1950-12-21,2.40783
1950-12-22,10.239965
1950-12-23,6.6611
1950-12-24,1.0199785
1950-12-25,3.9391973
1950-12-26,3.9545062
1950-12-27,4.312179
1950-12-28,18.67662
1950-12-29,17.043941
1950-12-30,3.8277032
1950-12-31,0.049090385
1951-01-01,2.2686505
1951-01-02,22.926025
1951-01-03,0.10789871
1951-01-04,3.8146973e-05
1951-01-05,0.0007081032
1951-01-06,0.01660347
1951-01-07,0.0018525124
1951-01-08,0.0066423416
1951-01-09,7.044453
1951-01-10,9.283371
1951-01-11,0.51142097
1951-01-12,2.453916
1951-01-13,3.6476092
1951-01-14,0.38435456
1951-01-15,0.0006842613
1951-01-16,0.0016450882
1951-01-17,0.0021147728
1951-01-18,0.007715225
1951-01-19,0.015330315
1951-01-20,0.005698204
1951-01-21,0.026245117
1951-01-22,0.09575367
1951-01-23,2.7802396
1951-01-24,13.54371
1951-01-25,2.2582605
1951-01-26,7.031643
1951-01-27,12.800955
1951-01-28,3.418448
1951-01-29,0.07422209
1951-01-30,0.00029087067
1951-01-31,0.021846294
1951-02-01,0.010743141
1951-02-02,0.02389431
1951-02-03,4.3568015
1951-02-04,10.572832
1951-02-05,17.432014
1951-02-06,11.786736
1951-02-07,3.4505093
1951-02-08,1.300416
1951-02-09,5.817858
1951-02-10,12.660503
1951-02-11,7.7966557
1951-02-12,7.7584715
1951-02-13,0.7372105
1951-02-14,1.3800992
1951-02-15,3.706398
1951-02-16,1.9379257
1951-02-17,0.17365097
1951-02-18,0.48691154
1951-02-19,2.085321
1951-02-20,0.8444679
1951-02-21,1.1788964
1951-02-22,0.07180929
1951-02-23,0.51018
1951-02-24,2.3342183
1951-02-25,0.5106282
1951-02-26,0.00018835068
1951-02-27,5.4836273e-05
1951-02-28,0.0064587593
1951-03-01,0.013196468
1951-03-02,0.12746811
1951-03-03,0.07726669
1951-03-04,6.194395
1951-03-05,6.244704
1951-03-06,2.4998116
1951-03-07,10.572578
1951-03-08,8.641593
1951-03-09,5.277405
1951-03-10,14.927551
1951-03-11,12.350166
1951-03-12,12.265182
1951-03-13,21.323236
1951-03-14,5.744784
1951-03-15,3.6840177
1951-03-16,1.3760114
1951-03-17,2.0772028
1951-03-18,1.1971235
1951-03-19,0.056068897
1951-03-20,0.009357929
1951-03-21,0.00048398972
1951-03-22,2.3841858e-06
1951-03-23,0.00068187714
1951-03-24,1.4305115e-05
1951-03-25,0.005168915
1951-03-26,0.0003671646
1951-03-27,0.006631613
1951-03-28,0.28258324
1951-03-29,0.096143484
1951-03-30,1.5838002
1951-03-31,0.06355405
1951-04-01,0.0038814545
1951-04-02,0.018937588
1951-04-03,0.00028133392
1951-04-04,0.004003048
1951-04-05,0.0032424927
1951-04-06,0.0021362305
1951-04-07,0.0013518333
1951-04-08,0.008087158
1951-04-09,0.0071156025
1951-04-10,0.09532452
1951-04-11,0.16617775
1951-04-12,0.00037908554
1951-04-13,0.11879206
1951-04-14,0.023263693
1951-04-15,0.0059831142
1951-04-16,0.05576849
1951-04-17,0.33775806
1951-04-18,0.018427372
1951-04-19,1.5651846
1951-04-20,2.493391
1951-04-21,0.41021112
1951-04-22,0.32072067
1951-04-23,4.441242
1951-04-24,7.774718
1951-04-25,2.7208447
1951-04-26,6.818922
1951-04-27,0.3765988
1951-04-28,1.2077355
1951-04-29,4.6702213
1951-04-30,14.369572
1951-05-01,5.6869197
1951-05-02,0.48517463
1951-05-03,0.556798
1951-05-04,0.24262667
1951-05-05,4.1514726
1951-05-06,5.218854
1951-05-07,1.5239334
1951-05-08,2.3918843
1951-05-09,3.6876612
1951-05-10,1.3167048
1951-05-11,0.25818825
1951-05-12,0.38877487
1951-05-13,0.3108549
1951-05-14,0.014476776
1951-05-15,0.00047802925
1951-05-16,0.0015556812
1951-05-17,0.050621033
1951-05-18,0.5735898
1951-05-19,0.23909569
1951-05-20,1.4305115e-05
1951-05-21,0.023605824
1951-05-22,0.04438162
1951-05-23,0.0010156631
1951-05-24,0.07988453
1951-05-25,0.0259161
1951-05-26,0.5126238
1951-05-27,0.4353356
1951-05-28,0.08199692
1951-05-29,1.9220567
1951-05-30,0.6208348
1951-05-31,0.029292107
1951-06-01,5.00679e-05
1951-06-02,0.041265488
1951-06-03,1.8885422
1951-06-04,1.8485974
1951-06-05,0.16974688
1951-06-06,0.0488472
1951-06-07,1.1474442
1951-06-08,0.081954
1951-06-09,4.7683716e-06
1951-06-10,4.7683716e-06
1951-06-11,1.9073486e-05
1951-06-12,0.0043678284
1951-06-13,0.018541813
1951-06-14,0.043981075
1951-06-15,0.19904137
1951-06-16,0.07643461
1951-06-17,0.014822483
1951-06-18,0.022747517
1951-06-19,0.07972717
1951-06-20,0.27733326
1951-06-21,0.07529259
1951-06-22,0.0004172325
1951-06-23,0.0027298927
1951-06-24,0.00017285347
1951-06-25,0.0011229515
1951-06-26,0.007555485
1951-06-27,0.029847622
1951-06-28,0.025584698
1951-06-29,0.007429123
1951-06-30,0.027287006
1951-07-01,0.05544424
1951-07-02,0.12607813
1951-07-03,0.082166195
1951-07-04,0.030642748
1951-07-05,0.1596713
1951-07-06,0.34945253
1951-07-07,0.11128664
1951-07-08,0.0022244453
1951-07-09,0.00035524368
1951-07-10,0.000104904175
1951-07-11,0.003938675
1951-07-12,0.0015926361
1951-07-13,0.00014781952
1951-07-14,0.006456375
1951-07-15,0.11779547
1951-07-16,0.00015497208
1951-07-17,0.0078475475
1951-07-18,0.0058484077
1951-07-19,0.009877682
1951-07-20,0.015294552
1951-07-21,0.09928703
1951-07-22,1.1920929e-05
1951-07-23,5.722046e-05
1951-07-24,0.0032758713
1951-07-25,0.039777756
1951-07-26,0.012562275
1951-07-27,0.023136139
1951-07-28,0.18896341
1951-07-29,0.052087307
1951-07-30,0.0044369698
1951-07-31,0.0028944016
1951-08-01,0.00042915344
1951-08-02,0.04309416
1951-08-03,0.0
1951-08-04,4.053116e-05
1951-08-05,0.0017952919
1951-08-06,0.028181076
1951-08-07,0.00412941
1951-08-08,0.00034570694
1951-08-09,0.14737844
1951-08-10,0.08682132
1951-08-11,0.03939867
1951-08-12,0.0029683113
1951-08-13,0.004518032
1951-08-14,0.0001835823
1951-08-15,0.0008702278
1951-08-16,0.0023293495
1951-08-17,0.00787735
1951-08-18,0.022599697
1951-08-19,0.001680851
1951-08-20,0.0032496452
1951-08-21,0.013709068
1951-08-22,0.032863617
1951-08-23,0.00015497208
1951-08-24,0.08267164
1951-08-25,0.024502277
1951-08-26,0.00013589859
1951-08-27,0.00041604042
1951-08-28,2.3841858e-06
1951-08-29,0.04381895
1951-08-30,0.04122734
1951-08-31,0.00066518784
1951-09-01,2.3841858e-05
1951-09-02,1.1920929e-05
1951-09-03,1.4305115e-05
1951-09-04,0.0014901161
1951-09-05,0.0040888786
1951-09-06,0.031192303
1951-09-07,0.019237995
1951-09-08,0.32431126
1951-09-09,0.066673756
1951-09-10,2.7707813
1951-09-11,6.006036
1951-09-12,3.297696
1951-09-13,1.7567374
1951-09-14,0.1941657
1951-09-15,0.004272461
1951-09-16,0.00012874603
1951-09-17,0.007941723
1951-09-18,0.04697323
1951-09-19,0.050463676
1951-09-20,0.08130312
1951-09-21,0.050919056
1951-09-22,0.7326102
1951-09-23,1.2414503
1951-09-24,0.021157265
1951-09-25,0.0010156631
1951-09-26,0.0051498413
1951-09-27,1.9073486e-05
1951-09-28,0.0
1951-09-29,0.02481699
1951-09-30,0.0376153
1951-10-01,2.0121932
1951-10-02,2.0889544
1951-10-03,3.4491515
1951-10-04,0.115594864
1951-10-05,0.00042438507
1951-10-06,0.0003695488
1951-10-07,0.009293556
1951-10-08,0.33150074
1951-10-09,1.235702
1951-10-10,0.026183128
1951-10-11,0.445261
1951-10-12,1.94489
1951-10-13,2.678399
1951-10-14,0.09262085
1951-10-15,0.12686014
1951-10-16,0.00024795532
1951-10-17,0.0015735626
1951-10-18,0.0070524216
1951-10-19,0.49661636
1951-10-20,5.655696
1951-10-21,0.050833225
1951-10-22,0.010070801
1951-10-23,0.03951788
1951-10-24,0.001142025
1951-10-25,0.0010466576
1951-10-26,0.06945372
1951-10-27,1.9681144
1951-10-28,0.28494596
1951-10-29,0.056347847
1951-10-30,5.9252715
1951-10-31,0.19920588
1951-11-01,0.03927946
1951-11-02,0.0074005127
1951-11-03,0.0004386902
1951-11-04,0.48143387
1951-11-05,19.12513
1951-11-06,17.278162
1951-11-07,23.42647
1951-11-08,7.9850535
1951-11-09,29.20949
1951-11-10,10.187146
1951-11-11,7.359331
1951-11-12,4.6233273
1951-11-13,0.8480429
1951-11-14,0.026545525
1951-11-15,0.00021219254
1951-11-16,0.00034809113
1951-11-17,1.6579486
1951-11-18,16.531788
1951-11-19,27.447598
1951-11-20,0.5727601
1951-11-21,1.69245
1951-11-22,0.4514933
1951-11-23,0.25165558
1951-11-24,0.0061249733
1951-11-25,0.009202957
1951-11-26,0.05569935
1951-11-27,0.071733
1951-11-28,0.103964806
1951-11-29,0.08252621
1951-11-30,0.040960312
1951-12-01,0.10896206
1951-12-02,0.48935413
1951-12-03,0.86908585
1951-12-04,0.1951623
1951-12-05,0.22661448
1951-12-06,1.4075757
1951-12-07,0.5984187
1951-12-08,0.008940697
1951-12-09,0.034267902
1951-12-10,0.02161026
1951-12-11,0.39391991
1951-12-12,0.87083817
1951-12-13,0.90175146
1951-12-14,0.63423395
1951-12-15,0.039064884
1951-12-16,0.0835228
1951-12-17,0.42280906
1951-12-18,0.24262905
1951-12-19,0.11668205
1951-12-20,8.264913
1951-12-21,8.496113
1951-12-22,3.7256598
1951-12-23,1.7800226
1951-12-24,0.24594784
1951-12-25,2.3395753
1951-12-26,1.2580764
1951-12-27,2.5806751
1951-12-28,0.83690417
1951-12-29,1.6733813
1951-12-30,0.011198521
1951-12-31,4.7683716e-06
1952-01-01,0.0033569336
1952-01-02,0.10844231
1952-01-03,0.2773261
1952-01-04,0.014410019
1952-01-05,0.0003671646
1952-01-06,0.09582996
1952-01-07,0.07873535
1952-01-08,0.09438276
1952-01-09,0.10247946
1952-01-10,0.04807949
1952-01-11,0.014908314
1952-01-12,3.9040973
1952-01-13,6.3556585
1952-01-14,0.8064914
1952-01-15,0.057754517
1952-01-16,0.0033092499
1952-01-17,0.7265091
1952-01-18,0.3991842
1952-01-19,0.0016331673
1952-01-20,0.26699543
1952-01-21,5.0644593
1952-01-22,0.92989916
1952-01-23,3.4471455
1952-01-24,9.121705
1952-01-25,4.6435003
1952-01-26,17.583782
1952-01-27,9.647
1952-01-28,0.31158924
1952-01-29,3.4064746
1952-01-30,5.49214
1952-01-31,0.56546926
1952-02-01,1.3298416
1952-02-02,0.26544094
1952-02-03,0.03054142
1952-02-04,0.0031781197
1952-02-05,0.052616596
1952-02-06,0.03864765
1952-02-07,4.7683716e-06
1952-02-08,0.0
1952-02-09,0.00011205673
1952-02-10,0.0076901913
1952-02-11,0.011248589
1952-02-12,1.6477585
1952-02-13,9.134261
1952-02-14,0.8714843
1952-02-15,0.06754637
1952-02-16,0.026519299
1952-02-17,0.012097359
1952-02-18,0.072119236
1952-02-19,0.10321617
1952-02-20,0.117714405
1952-02-21,0.021398067
1952-02-22,0.050389767
1952-02-23,0.20290852
1952-02-24,1.3874532
1952-02-25,2.4064589
1952-02-26,3.0159879
1952-02-27,0.27813196
1952-02-28,0.0017356873
1952-02-29,0.0011432171
1952-03-01,0.00035524368
1952-03-02,0.14218807
1952-03-03,0.34284356
1952-03-04,0.021992922
1952-03-05,0.008747578
1952-03-06,0.0
1952-03-07,0.0
1952-03-08,0.41992906
1952-03-09,1.2920165
1952-03-10,0.14767647
1952-03-11,14.64683
1952-03-12,1.6619599
1952-03-13,0.082736015
1952-03-14,0.019350052
1952-03-15,0.50377846
1952-03-16,1.035738
1952-03-17,0.09709835
1952-03-18,2.7223802
1952-03-19,0.48528197
1952-03-20,0.00039339066
1952-03-21,4.7683716e-06
1952-03-22,0.0011348724
1952-03-23,0.0063049793
1952-03-24,0.021078587
1952-03-25,3.0994415e-05
1952-03-26,0.012454987
1952-03-27,3.5365033
1952-03-28,25.948032
1952-03-29,18.333342
1952-03-30,13.316925
1952-03-31,18.935461
1952-04-01,12.919328
1952-04-02,4.0601897
1952-04-03,1.0537958
1952-04-04,8.8214874e-05
1952-04-05,0.07163048
1952-04-06,0.0371933
1952-04-07,0.006687641
1952-04-08,0.016863346
1952-04-09,0.28819323
1952-04-10,2.931981
1952-04-11,3.6072476
1952-04-12,0.4903746
1952-04-13,3.5854962
1952-04-14,6.41304
1952-04-15,0.6639217
1952-04-16,0.11832237
1952-04-17,0.080218315
1952-04-18,0.34778953
1952-04-19,0.05924225
1952-04-20,0.11482239
1952-04-21,0.4150128
1952-04-22,0.69892395
1952-04-23,1.32818
1952-04-24,0.22150755
1952-04-25,1.9073486e-05
1952-04-26,2.676673
1952-04-27,0.39676788
1952-04-28,0.12615442
1952-04-29,3.5336304
1952-04-30,7.9296923
1952-05-01,7.675679
1952-05-02,2.9919016
1952-05-03,13.579446
1952-05-04,6.044979
1952-05-05,5.9696345
1952-05-06,2.1184013
1952-05-07,0.19396782
1952-05-08,0.7028174
1952-05-09,0.1687479
1952-05-10,0.064036846
1952-05-11,0.016202927
1952-05-12,0.0
1952-05-13,0.006661415
1952-05-14,0.3153062
1952-05-15,0.22730112
1952-05-16,3.6960027
1952-05-17,1.9554257
1952-05-18,0.23190498
1952-05-19,6.440835
1952-05-20,1.4000344
1952-05-21,4.0213795
1952-05-22,5.106256
1952-05-23,3.6412623
1952-05-24,0.15193701
1952-05-25,0.042529106
1952-05-26,3.2619214
1952-05-27,6.7741175
1952-05-28,8.939143
1952-05-29,1.3320328
1952-05-30,0.35682443
1952-05-31,0.07593632
1952-06-01,0.39965394
1952-06-02,0.0036215782
1952-06-03,0.00016450882
1952-06-04,0.009199381
1952-06-05,0.032086372
1952-06-06,0.008234978
1952-06-07,0.00031471252
1952-06-08,0.00040769577
1952-06-09,0.12394667
1952-06-10,0.34432176
1952-06-11,0.1780057
1952-06-12,0.0034451485
1952-06-13,0.004591942
1952-06-14,0.011353493
1952-06-15,0.8332825
1952-06-16,1.8582691
1952-06-17,2.3714733
1952-06-18,0.2947736
1952-06-19,0.029211044
1952-06-20,0.0013899803
1952-06-21,0.016708374
1952-06-22,0.017483234
1952-06-23,0.037670135
1952-06-24,0.033316612
1952-06-25,0.06990433
1952-06-26,0.055065155
1952-06-27,0.0075292587
1952-06-28,0.006251335
1952-06-29,0.42768002
1952-06-30,0.004937649
1952-07-01,0.00022411346
1952-07-02,0.004515648
1952-07-03,0.009186268
1952-07-04,0.044825077
1952-07-05,0.00044107437
1952-07-06,0.0
1952-07-07,0.027992725
1952-07-08,0.01783371
1952-07-09,0.037555695
1952-07-10,0.03194809
1952-07-11,0.23289919
1952-07-12,0.04772663
1952-07-13,0.028429031
1952-07-14,0.00012874603
1952-07-15,0.00014781952
1952-07-16,0.0010704994
1952-07-17,0.0048589706
1952-07-18,0.0018286705
1952-07-19,0.009632111
1952-07-20,0.02389431
1952-07-21,0.006682873
1952-07-22,0.0065398216
1952-07-23,0.031690598
1952-07-24,0.1546979
1952-07-25,0.034787655
1952-07-26,0.03824711
1952-07-27,0.060679913
1952-07-28,0.03145218
1952-07-29,0.0034117699
1952-07-30,0.012366772
1952-07-31,0.011706352
1952-08-01,0.03352642
1952-08-02,0.0011897087
1952-08-03,0.0011777878
1952-08-04,0.008497238
1952-08-05,0.008888245
1952-08-06,0.0038719177
1952-08-07,0.00016450882
1952-08-08,0.0001001358
1952-08-09,0.006636381
1952-08-10,0.0032424927
1952-08-11,6.4373016e-05
1952-08-12,0.05752802
1952-08-13,0.058038235
1952-08-14,0.0063848495
1952-08-15,0.006816387
1952-08-16,0.00019788742
1952-08-17,0.00013828278
1952-08-18,3.33786e-05
1952-08-19,0.0047945976
1952-08-20,0.027434826
1952-08-21,0.00018835068
1952-08-22,2.878058
1952-08-23,1.6362332
1952-08-24,0.06305218
1952-08-25,0.005736351
1952-08-26,0.003950596
1952-08-27,1.0580077
1952-08-28,10.337036
1952-08-29,0.30243158
1952-08-30,0.037801266
1952-08-31,0.04974842
1952-09-01,8.132424
1952-09-02,1.8201971
1952-09-03,0.3627086
1952-09-04,0.30425072
1952-09-05,0.37326095
1952-09-06,0.008850098
1952-09-07,0.00059366226
1952-09-08,0.0067329407
1952-09-09,0.08865595
1952-09-10,1.9821715
1952-09-11,0.5107832
1952-09-12,4.756675
1952-09-13,7.964473
1952-09-14,0.02916336
1952-09-15,0.13084173
1952-09-16,8.8214874e-05
1952-09-17,0.00041007996
1952-09-18,0.0008916855
1952-09-19,0.039286613
1952-09-20,0.0011134148
1952-09-21,0.025908947
1952-09-22,0.014863014
1952-09-23,0.012233257
1952-09-24,0.003271103
1952-09-25,0.0023269653
1952-09-26,0.022273064
1952-09-27,0.111567974
1952-09-28,0.0040984154
1952-09-29,9.059906e-05
1952-09-30,2.824683
1952-10-01,0.8606553
1952-10-02,0.0029349327
1952-10-03,0.0009989738
1952-10-04,2.861023e-05
1952-10-05,9.536743e-06
1952-10-06,1.4305115e-05
1952-10-07,0.023138523
1952-10-08,3.0994415e-05
1952-10-09,0.0017595291
1952-10-10,0.00049352646
1952-10-11,0.2501607
1952-10-12,0.023627281
1952-10-13,0.24237633
1952-10-14,0.10378361
1952-10-15,0.064845085
1952-10-16,0.22576809
1952-10-17,0.15673876
1952-10-18,2.079227
1952-10-19,7.487488
1952-10-20,1.2680459
1952-10-21,13.834243
1952-10-22,1.4551926
1952-10-23,0.24221659
1952-10-24,0.012187958
1952-10-25,1.5783763
1952-10-26,0.60016394
1952-10-27,0.77275276
1952-10-28,0.004570484
1952-10-29,0.0059199333
1952-10-30,0.0030970573
1952-10-31,0.0023126602
1952-11-01,0.002837181
1952-11-02,4.2915344e-05
1952-11-03,2.3841858e-06
1952-11-04,0.0017690659
1952-11-05,0.017104149
1952-11-06,0.039151907
1952-11-07,0.011343956
1952-11-08,2.3841858e-06
1952-11-09,0.009622574
1952-11-10,0.00022888184
1952-11-11,2.3841858e-05
1952-11-12,0.03501177
1952-11-13,0.31629562
1952-11-14,0.14567137
1952-11-15,2.3449278
1952-11-16,3.6800578
1952-11-17,3.2918665
1952-11-18,2.8249187
1952-11-19,0.12160778
1952-11-20,0.30133247
1952-11-21,0.009992123
1952-11-22,0.017917156
1952-11-23,0.0015282631
1952-11-24,0.09061575
1952-11-25,4.215672
1952-11-26,7.530275
