time,pr_pt,pr_npt
1950-07-30,0.008605622,0.005871502
1950-07-31,0.0021167703,0.0020923899
1950-08-01,0.00014820615,0.00022062614
1950-08-02,0.0007055901,0.0011671835
1950-08-03,0.0,0.0
1950-08-04,0.00013209679,0.0
1950-08-05,0.01749799,0.035321534
1950-08-06,0.004407522,0.006924814
1950-08-07,0.013377216,0.024866702
1950-08-08,0.00019653424,0.00039143348
1950-08-09,0.09505813,0.19894074
1950-08-10,0.0037567036,0.008248571
1950-08-11,3.2218727e-06,0.0
1950-08-12,0.0,0.0
1950-08-13,0.0,0.0
1950-08-14,0.0024357357,0.0
1950-08-15,0.0,0.0
1950-08-16,0.07169311,0.1573705
1950-08-17,0.017008265,0.037549146
1950-08-18,0.010831936,0.023478892
1950-08-19,0.0010599961,0.002334367
1950-08-20,0.09489704,0.04304345
1950-08-21,0.14193316,0.23562162
1950-08-22,0.012449316,0.02651784
1950-08-23,0.5977153,1.3183907
1950-08-24,0.23995219,0.4948431
1950-08-25,0.06561343,0.1429444
1950-08-26,1.1916645,2.0879703
1950-08-27,0.17359129,0.37233153
1950-08-28,0.52546805,1.0738302
1950-08-29,0.00027708104,0.0005978257
1950-08-30,0.0,0.0
1950-08-31,0.10908939,0.2050898
1950-09-01,8.376869e-05,0.00018504128
1950-09-02,2.255311e-05,4.981881e-05
1950-09-03,0.00014498427,0.00032026376
1950-09-04,3.2218727e-06,0.0
1950-09-05,0.065549,0.041669875
1950-09-06,0.02102594,0.011038424
1950-09-07,0.01224956,0.025115795
1950-09-08,0.016940607,0.023884559
1950-09-09,0.0040080096,0.004063791
1950-09-10,0.05352497,0.096392274
1950-09-11,0.023445567,0.0411361
1950-09-12,0.0059089144,0.008519016
1950-09-13,0.014392105,0.027791778
1950-09-14,2.540015,4.819194
1950-09-15,0.15499464,0.3030905
1950-09-16,0.0005541621,0.0012241192
1950-09-17,0.2875006,0.59525645
1950-09-18,0.0087441625,0.018553948
1950-09-19,0.00065404014,0.0012739381
1950-09-20,0.0074103074,0.0033093921
1950-09-21,0.0011679288,0.0024838233
1950-09-22,0.0,0.0
1950-09-23,0.006627392,0.0
1950-09-24,0.0007120339,0.0
1950-09-25,0.060155585,0.10949462
1950-09-26,0.0019460111,0.0042986516
1950-09-27,0.07907442,0.0
1950-09-28,1.8762978,0.16325623
1950-09-29,9.512763,13.290382
1950-09-30,3.778854,6.915826
1950-10-01,1.8041102,2.4818802
1950-10-02,0.012639406,0.018190982
1950-10-03,0.000354406,0.00078286696
1950-10-04,4.1884345e-05,8.540367e-05
1950-10-05,6.6981826,7.7614856
1950-10-06,9.402104,2.0942473
1950-10-07,0.45692918,0.047904342
1950-10-08,0.012091688,0.007714798
1950-10-09,0.051914036,0.07583134
1950-10-10,0.17732865,0.09170931
1950-10-11,0.0039596814,0.00047683716
1950-10-12,0.018039266,0.004156312
1950-10-13,0.417131,0.68053204
1950-10-14,0.20987439,0.20148505
1950-10-15,0.2729667,0.57062465
1950-10-16,1.3804113,2.803411
1950-10-17,3.1245852,0.09457745
1950-10-18,0.86648405,0.00333786
1950-10-19,0.08649762,0.019365283
1950-10-20,1.025448,0.34488848
1950-10-21,1.2454245,1.4884721
1950-10-22,0.10987552,0.22376473
1950-10-23,0.070903756,0.07203088
1950-10-24,0.038541652,0.044673238
1950-10-25,0.04381586,0.08773092
1950-10-26,0.0060087927,0.000512422
1950-10-27,0.0068625887,0.014411869
1950-10-28,9.665618e-06,2.1350917e-05
1950-10-29,0.29606754,0.58966964
1950-10-30,0.5681676,0.94810885
1950-10-31,0.6664895,1.1371855
1950-11-01,1.4424694,2.114449
1950-11-02,0.007796932,0.013742874
1950-11-03,3.2218727e-06,0.0
1950-11-04,0.00824155,0.0043128855
1950-11-05,0.040476386,0.022809897
1950-11-06,5.9470615,6.536284
1950-11-07,1.8445059,1.0287656
1950-11-08,0.01219801,0.026830986
1950-11-09,1.4875934,2.2249296
1950-11-10,22.695854,30.698057
1950-11-11,3.5478747,4.0439563
1950-11-12,0.47058353,0.88220567
1950-11-13,0.90438616,1.9545983
1950-11-14,0.99505603,1.7675927
1950-11-15,0.29291978,0.50450796
1950-11-16,0.32663345,0.7141882
1950-11-17,0.08755117,0.1860092
1950-11-18,0.5466116,1.1512984
1950-11-19,2.9045973,6.109319
1950-11-20,7.260774,15.649156
1950-11-21,14.543472,24.669882
1950-11-22,1.0388832,1.1608493
1950-11-23,1.3800215,3.023539
1950-11-24,2.8104687,6.1604867
1950-11-25,4.9290686,10.493627
1950-11-26,11.293032,20.420322
1950-11-27,0.00839459,0.018536154
1950-11-28,2.529486,4.343552
1950-11-29,0.44868442,0.82509553
1950-11-30,0.0007265323,0.00010675459
1950-12-01,0.00025452796,0.0001281055
1950-12-02,1.3822285,2.2939782
1950-12-03,17.017668,23.21446
1950-12-04,7.8819475,0.9527633
1950-12-05,4.108864,0.80231774
1950-12-06,0.61132133,0.91671586
1950-12-07,0.011057467,0.01504528
1950-12-08,0.12520842,0.11113864
1950-12-09,0.0021393234,0.0026688648
1950-12-10,0.106743865,0.22161184
1950-12-11,1.650678,3.3950663
1950-12-12,0.8645541,1.6186059
1950-12-13,1.9029026,3.2809885
1950-12-14,0.9884834,1.7176386
1950-12-15,0.92298114,1.510638
1950-12-16,0.12345894,0.17996688
1950-12-17,0.13086602,0.26644877
1950-12-18,0.13938788,0.20249923
1950-12-19,0.46910787,0.8755655
1950-12-20,4.8053846,6.479278
1950-12-21,4.43609,6.47799
1950-12-22,9.961586,14.709529
1950-12-23,4.374636,4.4593954
1950-12-24,0.052049354,0.03944938
1950-12-25,3.7747045,3.5546784
1950-12-26,0.015336114,0.0021350917
1950-12-27,8.375465,4.6541586
1950-12-28,2.3201287,0.84651405
1950-12-29,0.0045074,0.0
1950-12-30,0.2803867,0.61636543
1950-12-31,1.3300986,2.1286082
1951-01-01,14.224967,26.49491
1951-01-02,16.063631,13.04208
1951-01-03,0.12602033,0.16639481
1951-01-04,0.22415857,0.2999804
1951-01-05,0.22772841,0.2966283
1951-01-06,8.267494,10.710449
1951-01-07,0.9478685,0.7765329
1951-01-08,1.4815525,3.1338522
1951-01-09,14.068703,16.80268
1951-01-10,2.983264,1.466246
1951-01-11,3.3556867,5.1962795
1951-01-12,5.194624,9.590459
1951-01-13,5.2776237,7.448623
1951-01-14,1.3368161,2.629707
1951-01-15,0.5094361,1.0277762
1951-01-16,0.014450099,0.017365413
1951-01-17,0.022388794,0.028987428
1951-01-18,0.042577047,0.05162652
1951-01-19,0.0061151143,0.0068607614
1951-01-20,0.00369871,0.008170284
1951-01-21,0.021283692,0.034125883
1951-01-22,0.13035697,0.15974757
1951-01-23,6.525049,8.132294
1951-01-24,5.7271686,7.154364
1951-01-25,1.2219499,2.3568068
1951-01-26,8.172651,6.637545
1951-01-27,11.563491,15.747016
1951-01-28,0.7208457,1.3385887
1951-01-29,0.004803812,0.008839279
1951-01-30,0.2572021,0.550327
1951-01-31,0.07748604,0.14880165
1951-02-01,0.11126737,0.10220684
1951-02-02,0.35606527,0.7095622
1951-02-03,4.1608424,5.89797
1951-02-04,20.131672,29.99085
1951-02-05,6.314402,7.059457
1951-02-06,14.342938,17.68707
1951-02-07,0.70147264,1.3673021
1951-02-08,7.395683,11.293074
1951-02-09,10.408251,13.451002
1951-02-10,4.4972897,4.57311
1951-02-11,5.2925043,5.342451
1951-02-12,3.5805733,3.6218593
1951-02-13,3.2146523,5.7072706
1951-02-14,7.836671,8.691742
1951-02-15,1.5001812,0.02479909
1951-02-16,1.1522254,2.470664
1951-02-17,2.9833076,5.596563
1951-02-18,12.566556,22.366915
1951-02-19,1.2841419,1.2924777
1951-02-20,14.623309,23.853573
1951-02-21,1.5679307,3.2853298
1951-02-22,0.23241623,0.45889527
1951-02-23,14.441365,22.729921
1951-02-24,1.7496315,3.2951653
1951-02-25,1.0130695,1.6937399
1951-02-26,0.034126077,0.07534739
1951-02-27,0.8625631,1.709326
1951-02-28,0.07382599,0.024710128
1951-03-01,3.2218727e-06,7.1169725e-06
1951-03-02,0.0,0.0
1951-03-03,0.0011244336,0.0021208578
1951-03-04,0.2935416,0.590513
1951-03-05,0.4779197,0.025791908
1951-03-06,0.073442586,0.11789265
1951-03-07,10.249942,11.55186
1951-03-08,7.41623,8.699877
1951-03-09,6.408938,6.174091
1951-03-10,28.599823,35.574978
1951-03-11,5.3350444,6.0458255
1951-03-12,13.043436,11.157889
1951-03-13,16.812653,21.469322
1951-03-14,10.88624,11.647403
1951-03-15,11.09168,17.14038
1951-03-16,21.238634,35.382286
1951-03-17,7.7277007,8.978274
1951-03-18,1.1215403,2.3662653
1951-03-19,4.1260686,8.092233
1951-03-20,1.0851364,2.016715
1951-03-21,0.004552506,0.008042179
1951-03-22,0.0,0.0
1951-03-23,0.0002609717,0.00056224084
1951-03-24,0.0106386235,0.017237308
1951-03-25,0.0,0.0
1951-03-26,0.0,0.0
1951-03-27,0.036168743,0.0679315
1951-03-28,0.6170499,0.85755247
1951-03-29,0.13270572,0.10832032
1951-03-30,0.24594487,0.2374649
1951-03-31,0.00011276554,0.00024909404
1951-04-01,0.00989115,0.021073356
1951-04-02,0.09140614,0.16486467
1951-04-03,0.0,0.0
1951-04-04,0.11555569,0.18913354
1951-04-05,0.027936857,0.06166145
1951-04-06,0.060550265,0.13147183
1951-04-07,0.7497942,1.4789069
1951-04-08,0.00066692766,0.0014732133
1951-04-09,0.115193225,0.25210094
1951-04-10,0.26407436,0.5376303
1951-04-11,0.001417624,0.0031314678
1951-04-12,0.0,0.0
1951-04-13,0.0,0.0
1951-04-14,0.00053483085,0.00079710095
1951-04-15,0.004881137,0.010782213
1951-04-16,0.113716,0.06535516
1951-04-17,2.1002066,3.139966
1951-04-18,2.7003677,4.079734
1951-04-19,8.234317,10.623704
1951-04-20,9.392001,14.89909
1951-04-21,1.5282276,2.4620743
1951-04-22,2.222915,3.8767216
1951-04-23,1.8200712,2.0798783
1951-04-24,1.9422286,2.3775744
1951-04-25,0.49698514,0.8049296
1951-04-26,3.07568,4.78089
1951-04-27,2.1542764,3.511436
1951-04-28,1.4973718,1.3210454
1951-04-29,4.65723,0.04783317
1951-04-30,8.854728,0.21878286
1951-05-01,0.04354039,0.08544637
1951-05-02,0.044858135,0.02273161
1951-05-03,3.1174164,4.9518757
1951-05-04,1.5851322,2.5298917
1951-05-05,14.804145,20.221596
1951-05-06,12.373915,18.160135
1951-05-07,3.9293897,7.380059
1951-05-08,0.69622093,0.4042725
1951-05-09,0.81273997,1.6245557
1951-05-10,0.6049517,0.43333822
1951-05-11,0.20873868,0.46105883
1951-05-12,0.21787591,0.17243001
1951-05-13,0.079277396,0.043171555
1951-05-14,0.00031252165,0.00069034635
1951-05-15,0.0,0.0
1951-05-16,0.0,0.0
1951-05-17,0.23469731,0.1163625
1951-05-18,0.05415646,0.112722166
1951-05-19,0.028958192,0.06396735
1951-05-20,8.401226,17.408072
1951-05-21,10.560526,17.575045
1951-05-22,0.5996034,0.238383
1951-05-23,2.2388084,4.320828
1951-05-24,4.005722,6.7715435
1951-05-25,0.94096076,1.7976974
1951-05-26,4.379744,6.738012
1951-05-27,1.781309,3.6837947
1951-05-28,1.2957212,1.4110252
1951-05-29,0.6659611,0.8659078
1951-05-30,2.511717,4.3870797
1951-05-31,0.861387,0.83647203
1951-06-01,0.0031509914,0.005451601
1951-06-02,0.006630614,0.003992622
1951-06-03,3.0329552,4.4782267
1951-06-04,1.2453988,1.8076469
1951-06-05,1.5764978,1.715589
1951-06-06,7.929148,12.961828
1951-06-07,9.135775,16.289518
1951-06-08,1.1519065,1.9033204
1951-06-09,0.07020138,0.15100081
1951-06-10,0.058367446,0.12882432
1951-06-11,0.005219434,0.0113159865
1951-06-12,0.013409434,0.02922229
1951-06-13,0.0017365894,0.0031314678
1951-06-14,0.014849612,0.031414315
1951-06-15,0.004597612,0.0050032316
1951-06-16,0.011299107,0.017265776
1951-06-17,0.012024029,0.01708785
1951-06-18,0.051807713,0.10806411
1951-06-19,0.0,0.0
1951-06-20,0.12068169,0.084727556
1951-06-21,0.0034796225,0.005181156
1951-06-22,0.5791429,1.0452875
1951-06-23,0.00039629033,0.00086115365
1951-06-24,9.826712e-05,0.00021706766
1951-06-25,4.1884345e-05,8.540367e-05
1951-06-26,0.0,0.0
1951-06-27,9.665618e-06,0.0
1951-06-28,0.0074328603,0.015173386
1951-06-29,0.00087957125,0.0007045803
1951-06-30,0.0003415185,4.2701835e-05
1951-07-01,0.023133045,0.048843782
1951-07-02,0.052258775,0.071454406
1951-07-03,1.6500434,3.2308426
1951-07-04,1.4599482,2.994669
1951-07-05,0.40002772,0.82890666
1951-07-06,1.5260206,2.298241
1951-07-07,2.9378197,5.9565215
1951-07-08,0.19462366,0.3785233
1951-07-09,0.001443399,0.003095883
1951-07-10,0.49494734,1.0262034
1951-07-11,0.18890806,0.3523684
1951-07-12,0.0035053976,0.007195259
1951-07-13,0.08048882,0.17709163
1951-07-14,5.3622174,9.635106
1951-07-15,0.44877788,0.60598177
1951-07-16,0.014546755,0.029941102
1951-07-17,0.0027675887,0.004320002
1951-07-18,0.003266979,0.0068536447
1951-07-19,0.033501033,0.07389553
1951-07-20,0.0021457672,0.004668734
1951-07-21,0.033146627,0.066565044
1951-07-22,0.003798588,0.0037791124
1951-07-23,0.0054336884,0.010351636
1951-07-24,0.00049294654,0.00071525574
1951-07-25,0.06426025,4.981881e-05
1951-07-26,0.0045653936,0.0
1951-07-27,0.00052838714,0.0002846789
1951-07-28,0.7431314,1.6050125
1951-07-29,0.08072402,0.16861531
1951-07-30,0.27986476,0.46172783
1951-07-31,0.029998858,0.03218295
1951-08-01,0.2236463,0.4844381
1951-08-02,0.0004156216,0.0009038555
1951-08-03,0.0024905077,0.005416016
1951-08-04,0.014717515,0.027734842
1951-08-05,0.13686837,0.27225268
1951-08-06,0.13634643,0.25956312
1951-08-07,0.0021779859,0.0045690965
1951-08-08,1.1658508,2.5344534
1951-08-09,0.39146718,0.14483039
1951-08-10,2.5774982e-05,1.4233945e-05
1951-08-11,0.0,0.0
1951-08-12,0.058747627,0.12737246
1951-08-13,0.0028932416,0.0057149287
1951-08-14,0.005296759,0.002071039
1951-08-15,0.0035376162,0.0062629357
1951-08-16,0.008728053,0.0057718647
1951-08-17,0.0048263655,0.00069034635
1951-08-18,0.0013596303,0.0016013188
1951-08-19,0.061044823,0.11280402
1951-08-20,0.022962287,0.05068708
1951-08-21,0.0,0.0
1951-08-22,0.0,0.0
1951-08-23,0.00018686862,0.00039143348
1951-08-24,0.14399193,0.2682031
1951-08-25,6.4437454e-06,0.0
1951-08-26,0.17572738,0.33016348
1951-08-27,0.046237096,0.10029594
1951-08-28,2.0487242,4.4594665
1951-08-29,1.1961976,1.7938756
1951-08-30,2.7089362,4.8323674
1951-08-31,1.2183061,2.4134793
1951-09-01,0.33159837,0.7316248
1951-09-02,0.31799883,0.69432473
1951-09-03,0.010329324,0.02197721
1951-09-04,0.082025655,0.14364897
1951-09-05,0.105297245,0.22469705
1951-09-06,0.06729848,0.14228252
1951-09-07,0.06275564,0.12518042
1951-09-08,0.10772654,0.16409604
1951-09-09,0.9551725,1.2368089
1951-09-10,1.8951925,1.0186167
1951-09-11,2.0255332,1.7714572
1951-09-12,0.9738658,1.802601
1951-09-13,2.4047863,3.7336774
1951-09-14,0.019830626,0.0174437
1951-09-15,0.07629073,0.16840892
1951-09-16,0.01042598,0.0133158555
1951-09-17,0.0,0.0
1951-09-18,3.2218726e-05,4.981881e-05
1951-09-19,0.0,0.0
1951-09-20,0.0,0.0
1951-09-21,0.016885836,0.00089673855
1951-09-22,5.212414,7.9770236
1951-09-23,0.7916044,1.2486302
1951-09-24,1.2887491e-05,2.1350917e-05
1951-09-25,1.7548735,3.6486585
1951-09-26,0.1271802,0.18378158
1951-09-27,0.0013467427,0.0029677774
1951-09-28,0.022308247,0.047199763
1951-09-29,0.0002964123,0.0003060298
1951-09-30,3.2849052,5.131074
1951-10-01,2.4503727,4.1259155
1951-10-02,0.647126,0.8228857
1951-10-03,0.14016756,0.23076072
1951-10-04,0.007941917,0.015849497
1951-10-05,0.00793225,0.017521987
1951-10-06,0.0014981708,0.0033093921
1951-10-07,0.0018058596,0.0035940711
1951-10-08,0.003718041,0.003081649
1951-10-09,0.0011179898,0.0001565734
1951-10-10,0.06887397,0.12398478
1951-10-11,8.220418,12.769998
1951-10-12,2.8836212,3.2472327
1951-10-13,1.5786693,2.5617754
1951-10-14,0.6445614,1.1906552
1951-10-15,0.0031928758,0.0060778945
1951-10-16,1.6109363e-05,3.5584864e-05
1951-10-17,0.0,0.0
1951-10-18,0.0019782297,0.0019714013
1951-10-19,0.8683913,1.5566028
1951-10-20,0.018224522,0.0063803657
1951-10-21,0.022527333,0.049733404
1951-10-22,0.08334663,0.16707805
1951-10-23,6.4437454e-06,1.4233945e-05
1951-10-24,1.9331235e-05,4.2701835e-05
1951-10-25,0.0,0.0
1951-10-26,1.7474439,1.6890924
1951-10-27,7.400323,11.459941
1951-10-28,1.2251848,2.0346355
1951-10-29,5.062841,5.0359197
1951-10-30,3.7341118,2.768054
1951-10-31,0.023925627,0.0037933465
1951-11-01,0.0,0.0
1951-11-02,0.06002993,0.1289026
1951-11-03,0.033351216,0.059860855
1951-11-04,25.907286,39.24796
1951-11-05,28.37018,22.711512
1951-11-06,16.463182,21.30006
1951-11-07,25.443916,33.580345
1951-11-08,26.289087,35.208584
1951-11-09,9.358416,9.620717
1951-11-10,5.0016513,6.021991
1951-11-11,8.580449,13.191814
1951-11-12,9.163095,13.671604
1951-11-13,4.2006807,7.684049
1951-11-14,0.21884893,0.31595087
1951-11-15,0.18912071,0.3787012
1951-11-16,0.029931197,0.06136254
1951-11-17,6.219973,10.687238
1951-11-18,25.881819,32.167095
1951-11-19,9.447232,6.3109965
1951-11-20,1.8202034,1.9638572
1951-11-21,0.7878961,1.3219564
1951-11-22,0.47795197,0.98896027
1951-11-23,0.3179666,0.6122304
1951-11-24,0.02293329,0.032951582
1951-11-25,0.4392379,0.9327006
1951-11-26,0.30188304,0.52548164
1951-11-27,0.14163353,0.14477345
1951-11-28,0.11631927,0.2148187
1951-11-29,9.665618e-05,0.00021350918
1951-11-30,0.0,0.0
1951-12-01,0.029502688,0.001039078
1951-12-02,0.7779147,0.032851946
1951-12-03,0.0015916051,0.0
1951-12-04,0.0,0.0
1951-12-05,0.0,0.0
1951-12-06,0.16275612,0.33476102
1951-12-07,0.078868225,0.083930455
1951-12-08,0.02081652,0.04581195
1951-12-09,0.692925,1.4794264
1951-12-10,3.2866998,4.533974
1951-12-11,1.2041395,1.8782687
1951-12-12,0.8316749,0.07054343
1951-12-13,7.060776,1.2033591
1951-12-14,1.93448,0.16788226
1951-12-15,0.000557384,1.4233945e-05
1951-12-16,0.0012984147,0.0028681399
1951-12-17,1.1008334,0.39299923
1951-12-18,0.04812511,0.0
1951-12-19,0.08493178,0.18692017
1951-12-20,6.8579416,7.2456684
1951-12-21,2.1299767,2.1035597
1951-12-22,0.043930233,0.00041990136
1951-12-23,0.0046668826,0.0010497534
1951-12-24,0.7162094,1.4351946
1951-12-25,10.6705065,17.267887
1951-12-26,0.9194418,1.9498298
1951-12-27,11.450352,18.798723
1951-12-28,3.3255913,6.609824
1951-12-29,0.4441448,0.5127708
1951-12-30,0.012826275,0.02828285
1951-12-31,0.24417606,0.52950275
1952-01-01,0.105168365,0.22137342
1952-01-02,0.037509043,0.08262805
1952-01-03,0.6931537,1.4123347
1952-01-04,0.0007474745,0.0015016812
1952-01-05,0.013377216,0.029321928
1952-01-06,0.001694705,0.0037221767
1952-01-07,1.2887491e-05,2.846789e-05
1952-01-08,0.001746255,0.003857399
1952-01-09,1.3060377,1.6608238
1952-01-10,0.03427106,0.07567477
1952-01-11,0.7863721,1.5407605
