"","mu0_est","mu0_lower","mu0_upper","sigma0_est","sigma0_lower","sigma0_upper","alpha.gmst_est","alpha.gmst_lower","alpha.gmst_upper","alpha.nino_est","alpha.nino_lower","alpha.nino_upper","shape_est","shape_lower","shape_upper","disp_est","disp_lower","disp_upper","event.magnitude_est","event.magnitude_lower","event.magnitude_upper","return.period_est","return.period_lower","return.period_upper","PR.pi_est","PR.pi_lower","PR.pi_upper","dI.abs.pi_est","dI.abs.pi_lower","dI.abs.pi_upper","dI.rel.pi_est","dI.rel.pi_lower","dI.rel.pi_upper","PR.neut_est","PR.neut_lower","PR.neut_upper","dI.abs.neut_est","dI.abs.neut_lower","dI.abs.neut_upper","dI.rel.neut_est","dI.rel.neut_lower","dI.rel.neut_upper","PR.pineut_est","PR.pineut_lower","PR.pineut_upper","dI.abs.pineut_est","dI.abs.pineut_lower","dI.abs.pineut_upper","dI.rel.pineut_est","dI.rel.pineut_lower","dI.rel.pineut_upper","aic_est","aic_lower","aic_upper"
"era5",20.7406955274262,15.2224703235765,28.7660211819013,8.53960060040111,5.51740126867123,11.1447507510095,14.1415686530227,1.57623580552407,19.0901367090845,3.61825328261731,0.945305756770641,6.71954180131202,-0.285829245674837,-0.658251227107266,0.190209076528982,0.411731640778819,0.305663244987217,0.463473656471828,75.5622482299805,75.5622482299805,75.5622482299805,6.22526249570537,2.59935774867834,149.748608927081,Inf,2.57992697095426,Inf,44.4194960530992,5.63858674041449,58.9178465922348,142.631890080909,8.07930005605237,353.980499348854,5.03002694249079,1.45581288897231,Inf,13.3123024385447,4.07933749012512,20.7871861780984,21.3852434235793,5.70705980714785,37.9569132811528,Inf,8.33081281063655,Inf,49.9061212589225,15.4737162095456,61.5115336790982,194.519310397942,25.7943925676424,437.782582459557,355.656943436833,334.2945122008,362.964814029191
