"","disp_est","disp_lower","disp_upper","event.magnitude_est","return.period_est","return.period_lower","return.period_upper","PR.pi_est","PR.pi_lower","PR.pi_upper","dI.abs.pi_est","dI.abs.pi_lower","dI.abs.pi_upper","PR.neut_est","PR.neut_lower","PR.neut_upper","dI.abs.neut_est","dI.abs.neut_lower","dI.abs.neut_upper","PR.nino2023_est","PR.nino2023_lower","PR.nino2023_upper","dI.abs.nino2023_est","dI.abs.nino2023_lower","dI.abs.nino2023_upper"
"era5",0.28914238909886,0.233618893017508,0.339096334791803,81,1.15655613563565,1.04739647497065,1.36048689840931,1.29063771929331,0.971875644603915,1.79746567329194,22.7376279365659,-2.73099473037347,49.1120621519127,1.07672716130075,0.989204943825902,1.22166721259107,8.55392971634245,-1.3447396987285,17.891653843476,1.14985011741199,0.982136960133805,1.52754647857345,14.4580280312991,-2.27290671115436,30.2408415048195
