"","mu0_est","mu0_lower","mu0_upper","sigma0_est","sigma0_lower","sigma0_upper","alpha.gmst_est","alpha.gmst_lower","alpha.gmst_upper","disp_est","disp_lower","disp_upper","event.magnitude_est","event.magnitude_lower","event.magnitude_upper","return.period_est","return.period_lower","return.period_upper","PR.pi_est","PR.pi_lower","PR.pi_upper","dI.abs.pi_est","dI.abs.pi_lower","dI.abs.pi_upper","dI.rel.pi_est","dI.rel.pi_lower","dI.rel.pi_upper","PR.2000_est","PR.2000_lower","PR.2000_upper","dI.abs.2000_est","dI.abs.2000_lower","dI.abs.2000_upper","dI.rel.2000_est","dI.rel.2000_lower","dI.rel.2000_upper"
"chirps",1125.05838961113,1035.4348320126,1213.70898443565,127.016240699262,99.1754130096732,144.404049548698,-91.9638693355303,-218.41787894602,53.8555626093186,0.112897465475693,0.0882255223905788,0.128254584011572,822.8334,822.8334,822.8334,115.340891484311,27.1288130255487,2543.71126069318,6.10851748685724,0.271731816671262,167.385156136279,-84.802632493534,-235.139700389723,43.6151585658601,-9.34324216509531,-22.2254521046314,5.59742385250744,2.08442919471026,0.575649032994162,7.4159668900376,-34.3264805513811,-90.851296011946,18.4621959993408,-4.00467652887581,-9.94338941142233,2.29525468262905
"era5-1979",1177.84453714055,1015.01408479528,1298.83849632759,167.546775271213,123.428622759026,186.003435932198,-383.418248039117,-612.551279437072,-248.917716162592,0.142248632980008,0.105533955948096,0.163187561169975,733.0294,733.0294,733.0294,252.083930884483,34.1691994967376,18191.5759584249,168.496449504507,34.7836083770699,164103.433670249,-350.32368947625,-768.511603754517,-193.258602005937,-32.3369816248565,-51.1810055584167,-20.8637650001771,8.56615542954462,4.41055395980973,145.001136327797,-129.568355491832,-255.24470288097,-75.0703865946046,-15.0207155846302,-25.8271814112769,-9.28974108791797
"era5",1151.52486744835,1075.17909595618,1276.99116223063,213.882264465138,178.032469206761,250.694364087872,-336.707398421733,-429.362949782493,-155.536387489938,0.185738294075296,0.150117697030161,0.213328461325766,733.0294,733.0294,733.0294,39.6926771309967,18.0689993906185,261.973605194921,16.9694903974898,3.87610798648119,73.8105510960155,-308.106285574672,-444.986310949091,-115.73872974249,-29.5932883526711,-37.7742248622574,-13.6359823359441,3.27180436330742,1.75894532122678,6.07746374281767,-115.399658744225,-160.208407182514,-46.1716475965505,-13.6015683992519,-17.9356946842826,-5.92549238324175
"merge",1076.73261869035,976.319025083164,1140.56960307496,164.792554458386,93.9569294415407,194.328120170866,-181.460912221518,-353.940987214193,-130.91716671193,0.15304872500178,0.0840462775773808,0.195008972811089,689.1221,689.1221,689.1221,107.140018337709,17.7769495190163,546304.562418412,10.2443389694961,5.62530617194324,13840.7320240872,-154.456884790923,-365.286083324021,-102.71958600589,-18.3097122587999,-34.6436987086589,-12.9722275724341,2.61291959014718,2.04175551529374,50.8986639985853,-60.5853625077768,-133.612477856427,-41.072720576672,-8.08120040650501,-16.2400445997938,-5.62489700643893
"mswx",1059.5049885648,903.83508197992,1162.31469795047,152.949691863286,106.58940512887,172.814595809445,-369.593289499556,-574.317191186475,-239.520693989176,0.144359576891159,0.105070199466364,0.168358522711293,659.0522,659.0522,659.0522,226.256783633321,33.8497964671288,18286.3120371605,206.698447174741,34.7005039759009,582251.961450629,-342.599607799892,-758.02303821629,-183.568637068688,-34.2034632326382,-53.4912915425317,-21.7854356070711,9.40271025937925,4.42232427572646,254.372811404216,-125.584377006634,-247.618068083801,-71.0494073709202,-16.0054196664824,-27.3104935607568,-9.73144061976809
