"","mu0_est","mu0_lower","mu0_upper","sigma0_est","sigma0_lower","sigma0_upper","alpha.gmst_est","alpha.gmst_lower","alpha.gmst_upper","disp_est","disp_lower","disp_upper","event.magnitude_est","event.magnitude_lower","event.magnitude_upper","return.period_est","return.period_lower","return.period_upper","PR.pi_est","PR.pi_lower","PR.pi_upper","dI.abs.pi_est","dI.abs.pi_lower","dI.abs.pi_upper","dI.rel.pi_est","dI.rel.pi_lower","dI.rel.pi_upper","PR.2000_est","PR.2000_lower","PR.2000_upper","dI.abs.2000_est","dI.abs.2000_lower","dI.abs.2000_upper","dI.rel.2000_est","dI.rel.2000_lower","dI.rel.2000_upper"
"era5-1979",5.16852099957646,4.77843026931291,5.59613993596985,0.654092574516041,0.542291240441207,0.727856796897188,1.16369793094607,0.434518524016995,1.96151895280979,0.126553142488855,0.104218987708928,0.141796772685322,6.4233976015377,6.4233976015377,6.4233976015377,36.3321644159021,9.79811509197037,394.180428468739,1090.62374933824,15.9886670922015,824128.446327556,463.62398483693,250.33353426823,557.560726565539,304.077908876691,68.4421580482548,952.573018116074,11.0443687874619,2.91228243208001,64.0683706284284,271.78065779844,120.309795736198,385.041878225315,78.9343808965471,24.2666236602274,166.648060668365
"era5",4.90552596668648,4.52592852970438,5.26145317256799,0.81576152132612,0.689739101375832,0.92093868406119,0.418033975737918,-0.0968502011773017,0.92412633160863,0.166294404894801,0.139683634168899,0.190103933380749,6.4233976015377,6.4233976015377,6.4233976015377,31.8525631829401,11.8306602958582,170.953109279119,4.72076941669388,0.670999116285339,32.4187360897803,243.026246757136,-75.9292696116425,412.840918378346,65.1428665058931,-10.9720870480508,203.117884126009,1.83230020630024,0.844623544412124,3.52187745799672,116.206529440381,-30.568524928603,227.965089530925,23.2465935322226,-4.727130377726,58.7345566693367
"merra2",5.9703874821248,5.61631000364415,6.31233279541417,0.702656116583169,0.529837084158738,0.821677885209401,0.934185337242509,0.239750081040464,1.66429396328146,0.117690203305381,0.0879975331908933,0.140711775415308,7.30699153795143,7.30699153795143,7.30699153795143,35,12.4962517152992,254.223049461448,121.729853462852,3.58959030461168,20660.4569897634,1004.80214340399,372.691560198395,1288.36815527382,206.798932701721,33.3357405719989,636.804761507982,5.56993113986317,1.67063337706668,25.045627132639,556.291130893644,168.400866838891,842.067368142383,59.5349235381263,12.7355974704059,129.824774499994
"mswx",4.12472341298081,3.67363311816302,4.62310012789231,0.761057514767529,0.631150403720482,0.849179183647252,1.28158504456896,0.438047155374382,2.20455320706791,0.184511163190343,0.149201354130553,0.212125548488006,5.59975795504698,5.59975795504698,5.59975795504698,38.0182023356617,10.2717049635748,393.001124513337,698.609511016619,10.6623775804919,498505.828687804,212.278954402123,110.532457734221,251.172786551371,365.481446821598,69.1569163715734,1308.99794152141,9.68101647250161,2.52373086882055,55.5359308581938,127.914610687663,53.1792493813725,180.570264677952,89.7984478403085,24.4860629640127,201.101311863794
